qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
AH4_S17_NODE_20_length_11263_cov_3.927856_16,QAX92926.1,59.7,409,142,8,1,402,1,393,1.94e-155,446.0,AH4_S17_NODE_20_length_11263_cov_3.927856,10251,QAX92926.1,major capsid protein,Streptomyces phage WheeHeim,393.0,MK305890.1,18266.0,Varidnaviria,,Bamfordvirae,,Preplasmiviricota,,Tectiliviricetes,,Kalamavirales,,Tectiviridae,,Deltatectivirus,,Deltatectivirus wheeheim,E,Streptomyces phage WheeHeim,,,MK305890,NC_055060,Complete genome,dsDNA,bacteria,244.173
AH4_S17_NODE_20_length_11263_cov_3.927856_19,QAX92931.1,43.7,215,105,8,26,233,32,237,4.58e-43,147.0,AH4_S17_NODE_20_length_11263_cov_3.927856,10251,QAX92931.1,hypothetical protein SEA_WHEEHEIM_23,Streptomyces phage WheeHeim,237.0,MK305890.1,18266.0,Varidnaviria,,Bamfordvirae,,Preplasmiviricota,,Tectiliviricetes,,Kalamavirales,,Tectiviridae,,Deltatectivirus,,Deltatectivirus wheeheim,E,Streptomyces phage WheeHeim,,,MK305890,NC_055060,Complete genome,dsDNA,bacteria,93.955
AH4_S17_NODE_20_length_11263_cov_3.927856_20,QBZ72856.1,43.6,140,70,4,24,155,5,143,7.250000000000001e-27,103.0,AH4_S17_NODE_20_length_11263_cov_3.927856,10251,QBZ72856.1,hypothetical protein SEA_FORTHEBOIS_24,Streptomyces phage Forthebois,238.0,MK620900.1,18251.0,Varidnaviria,,Bamfordvirae,,Preplasmiviricota,,Tectiliviricetes,,Kalamavirales,,Tectiviridae,,Deltatectivirus,,Deltatectivirus forthebois,E,Streptomyces phage Forthebois,,,MK620900,NC_055059,Complete genome,dsDNA,bacteria,61.04
AH4_S17_NODE_37_length_9006_cov_13.659312_11,AOE44848.1,47.8,46,22,1,49,92,99,144,7.68e-08,49.3,AH4_S17_NODE_37_length_9006_cov_13.659312,8247,AOE44848.1,hypothetical protein SEA_TERAPIN_36,Gordonia phage Terapin,146.0,KX557285.1,66611.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Terapinvirus,,Terapinvirus terapin,E,Gordonia phage Terapin,,,KX557285,NC_031001,Complete genome,dsDNA,bacteria,21.988
AH4_S17_NODE_37_length_9006_cov_13.659312_14,AVD99371.1,29.7,155,96,7,1,153,1,144,1.91e-06,50.8,AH4_S17_NODE_37_length_9006_cov_13.659312,8247,AVD99371.1,hypothetical protein SEA_BILLNYE_199,Streptomyces phage BillNye,149.0,MG757153.1,127084.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wilnyevirus,,Wilnyevirus billnye,E,Streptomyces phage BillNye,,,MG757153,NC_042105,Complete genome,dsDNA,bacteria,46.035000000000004
AH4_S17_NODE_67_length_7833_cov_8.000774_1,QAU06723.1,82.1,581,104,0,5,585,1,581,0.0,1001.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,QAU06723.1,terminase,Gordonia phage Duffington,581.0,MK376957.1,61343.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Kenoshavirus,,Kenoshavirus duffington,E,Gordonia phage Duffington,,,MK376957,NC_048750,Complete genome,dsDNA,bacteria,477.0009999999999
AH4_S17_NODE_67_length_7833_cov_8.000774_3,QJD49596.1,64.2,425,136,4,1,423,1,411,1.2099999999999999e-189,536.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,QJD49596.1,portal protein,Gordonia phage Secretariat,449.0,MT310850.1,57731.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Secretariatvirus,,Secretariatvirus secretariat,E,Gordonia phage Secretariat,,,MT310850,NC_048876,Complete genome,dsDNA,bacteria,272.85
AH4_S17_NODE_67_length_7833_cov_8.000774_4,ASU03927.1,54.8,688,272,10,8,679,7,671,8.89e-247,700.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,ASU03927.1,capsid maturation protease,Streptomyces phage DrGrey,675.0,MF467948.1,56076.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus drgrey,E,Streptomyces phage DrGrey,,,MF467948,NC_042016,Complete genome,dsDNA,bacteria,377.024
AH4_S17_NODE_67_length_7833_cov_8.000774_5,QFP95594.1,71.4,112,30,1,1,110,1,112,4.1899999999999997e-54,167.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,QFP95594.1,hypothetical protein SEA_TANIS_20,Gordonia phage Tanis,116.0,MN284904.1,59727.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Deejayvirinae,Tanisvirus,,Tanisvirus tanis,E,Gordonia phage Tanis,,,MN284904,NC_048817,Complete genome,dsDNA,bacteria,79.96800000000002
AH4_S17_NODE_67_length_7833_cov_8.000774_6,ADD81026.1,58.0,100,41,1,1,99,1,100,8.8e-40,129.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,ADD81026.1,structural protein,Rhodococcus phage ReqiPoco6,100.0,GU580942.1,78064.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Pepyhexavirus,,Pepyhexavirus poco6,E,Rhodococcus phage ReqiPoco6,,,GU580942,NC_023694,Complete genome,dsDNA,bacteria,58.0
AH4_S17_NODE_67_length_7833_cov_8.000774_7,AOZ64971.1,69.1,220,62,2,1,214,1,220,3.78e-105,307.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,AOZ64971.1,major tail protein,Streptomyces phage Rima,294.0,KX670790.2,56168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus rima,E,Streptomyces phage Rima,,,KX670790,NC_041889,Complete genome,dsDNA,bacteria,152.02
AH4_S17_NODE_67_length_7833_cov_8.000774_8,AOZ64972.1,56.7,180,78,0,1,180,1,180,3.3199999999999997e-68,207.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,AOZ64972.1,hypothetical protein SEA_RIMA_18,Streptomyces phage Rima,180.0,KX670790.2,56168.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Rimavirus,,Rimavirus rima,E,Streptomyces phage Rima,,,KX670790,NC_041889,Complete genome,dsDNA,bacteria,102.06
AH4_S17_NODE_67_length_7833_cov_8.000774_9,ALY08993.1,43.0,244,131,5,1,239,1,241,4.76e-60,192.0,AH4_S17_NODE_67_length_7833_cov_8.000774,7782,ALY08993.1,major tail protein,Arthrobacter phage Gordon,266.0,KU160646.1,58279.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gordonvirus,,Gordonvirus gordon,E,Arthrobacter phage Gordon,,,KU160646,NC_041952,Complete genome,dsDNA,bacteria,104.92
AH4_S17_NODE_71_length_7720_cov_3.508701_4,AXH45960.1,33.8,456,247,13,125,570,212,622,6.499999999999999e-52,190.0,AH4_S17_NODE_71_length_7720_cov_3.508701,7365,AXH45960.1,major capsid hexamer protein,Gordonia phage KimmyK,632.0,MH479917.1,58755.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wizardvirus,,Wizardvirus kimmyK,E,Gordonia phage KimmyK,,,MH479917,NC_055752,Complete genome,dsDNA,bacteria,154.128
AH4_S17_NODE_71_length_7720_cov_3.508701_5,AMS02853.1,37.9,195,104,7,77,265,82,265,4.0599999999999995e-23,98.2,AH4_S17_NODE_71_length_7720_cov_3.508701,7365,AMS02853.1,hypothetical protein SEA_VIVI2_21,Gordonia phage Vivi2,276.0,KU963250.1,59337.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vividuovirus,,Vividuovirus vivi2,E,Gordonia phage Vivi2,,,KU963250,NC_031239,Complete genome,dsDNA,bacteria,73.905
AH4_S17_NODE_71_length_7720_cov_3.508701_6,AXQ62931.1,36.0,236,142,8,1,233,1,230,6.300000000000001e-36,129.0,AH4_S17_NODE_71_length_7720_cov_3.508701,7365,AXQ62931.1,major tail protein,Gordonia phage Ashertheman,231.0,MH651168.1,57555.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Kroosvirus,,Kroosvirus ashertheman,E,Gordonia phage Ashertheman,,,MH651168,NC_053237,Complete genome,dsDNA,bacteria,84.96
AH4_S17_NODE_71_length_7720_cov_3.508701_7,AYP70010.1,34.2,263,146,11,6,258,11,256,1.42e-26,106.0,AH4_S17_NODE_71_length_7720_cov_3.508701,7365,AYP70010.1,hypothetical protein CRB2_24,Mycobacterium phage CRB2,256.0,MK059749.1,72217.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Quesadillavirus,,Quesadillavirus CRB2,E,Mycobacterium phage CRB2,,,MK059749,NC_051585,Complete genome,dsDNA,bacteria,89.946
AT10B_S2_NODE_10_length_6288_cov_4.603607_11,AIT14107.1,37.0,146,81,4,2,141,3,143,3.7e-20,84.0,AT10B_S2_NODE_10_length_6288_cov_4.603607,6060,AIT14107.1,endonuclease V,Escherichia phage 121Q,171.0,KM507819.1,348532.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Asteriusvirus,,Asteriusvirus av121Q,E,Escherichia phage 121Q,,,KM507819,NC_025447,Complete genome,dsDNA,bacteria,54.019999999999996
AT10B_S2_NODE_10_length_6288_cov_4.603607_13,QJI53370.1,34.5,475,238,15,1,409,1,468,1.27e-66,222.0,AT10B_S2_NODE_10_length_6288_cov_4.603607,6060,QJI53370.1,QueC,Alteromonas phage vB_AcoS-R7M,468.0,MT345684.1,56163.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Queuovirinae,Amoyvirus,,Amoyvirus R7M,E,vB_AcoS-R7M,R7M,,MT345684,NC_048878,Complete genome,dsDNA,bacteria,163.875
AT10B_S2_NODE_11_length_5888_cov_6.709344_6,CAF34081.2,55.6,63,28,0,1,63,1,63,9.11e-17,68.9,AT10B_S2_NODE_11_length_5888_cov_6.709344,5460,CAF34081.2,Hypothetical-Protein | belonging to T4-LIKE GC: 762,Synechococcus phage S-PM2,64.0,AJ630128.1,196280.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Kyanoviridae,,Nodensvirus,,Nodensvirus spm2,E,Bacteriophage S-PM2,,,AJ630128,NC_006820,Complete genome,dsDNA,bacteria,35.028
AT10B_S2_NODE_12_length_5616_cov_4.352049_9,ANT40019.1,33.9,301,186,8,4,300,2,293,1.22e-41,149.0,AT10B_S2_NODE_12_length_5616_cov_4.352049,5442,ANT40019.1,capsid protein,Bacillus phage vB_BtS_BMBtp14,308.0,KX190833.1,50740.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Skryabinvirinae,Bembunaquatrovirus,,Bembunaquatrovirus BMBtp14,E,Bacillus phage vB_BtS_BMBtp14,,,KX190833,NC_048640,Complete genome,dsDNA,bacteria,102.03899999999999
AT10B_S2_NODE_16_length_5159_cov_6.315624_2,AGO48610.1,26.3,745,453,26,8,680,47,767,7.41e-34,141.0,AT10B_S2_NODE_16_length_5159_cov_6.315624,5106,AGO48610.1,hypothetical protein Phi18:3_gp098,Cellulophaga phage phi18:3,775.0,KC821620.1,71443.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Pachyviridae,,Baltivirus,,Baltivirus phi18tres,E,Cellulophaga phage phi18:3,phi18:3,,KC821620,NC_021794,Complete genome,dsDNA,bacteria,195.935
AT10B_S2_NODE_1_length_122269_cov_11.242561_1,QGH76387.1,81.3,107,20,0,1,107,248,354,1.9e-61,193.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QGH76387.1,DNA primase,Streptomyces phage Daubenski,354.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,86.991
AT10B_S2_NODE_1_length_122269_cov_11.242561_10,AIW02589.1,89.2,111,12,0,1,111,1,111,2.1799999999999997e-68,202.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,AIW02589.1,hypothetical protein PBI_JAY2JAY_91,Streptomyces phage Jay2Jay,111.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,99.01200000000001
AT10B_S2_NODE_1_length_122269_cov_11.242561_101,AIW02681.1,86.1,79,11,0,1,79,1,79,7.29e-50,153.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,AIW02681.1,hypothetical protein PBI_JAY2JAY_227,Streptomyces phage Jay2Jay,79.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,68.019
AT10B_S2_NODE_1_length_122269_cov_11.242561_102,QGH76485.1,87.3,102,13,0,1,102,1,102,6.29e-66,196.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QGH76485.1,hypothetical protein SEA_DAUBENSKI_217,Streptomyces phage Daubenski,102.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,89.04599999999999
AT10B_S2_NODE_1_length_122269_cov_11.242561_103,ASR77444.1,82.7,98,17,0,1,98,1,98,1.7899999999999998e-55,169.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77444.1,hypothetical protein SEA_NOOTNOOT_221,Streptomyces phage NootNoot,102.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria,81.046
AT10B_S2_NODE_1_length_122269_cov_11.242561_104,ASR75593.1,82.0,61,11,0,1,61,1,61,1.45e-30,103.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR75593.1,hypothetical protein SEA_MILDRED21_235,Streptomyces phage Mildred21,61.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria,50.019999999999996
AT10B_S2_NODE_1_length_122269_cov_11.242561_105,ASR77883.1,82.9,76,13,0,1,76,1,76,2.1500000000000002e-43,137.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77883.1,hypothetical protein SEA_PEEBS_223,Streptomyces phage Peebs,76.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,63.004000000000005
AT10B_S2_NODE_1_length_122269_cov_11.242561_106,ASR77447.1,85.4,82,12,0,1,82,1,82,3.99e-44,139.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77447.1,hypothetical protein SEA_NOOTNOOT_224,Streptomyces phage NootNoot,82.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria,70.028
AT10B_S2_NODE_1_length_122269_cov_11.242561_107,QGH76490.1,78.2,133,29,0,1,133,1,133,6.27e-67,201.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QGH76490.1,hypothetical protein SEA_DAUBENSKI_222,Streptomyces phage Daubenski,133.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,104.00600000000001
AT10B_S2_NODE_1_length_122269_cov_11.242561_108,AST15419.1,93.1,101,6,1,1,100,1,101,2.28e-61,184.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,AST15419.1,hypothetical protein SEA_SAMISTI12_233,Streptomyces phage Samisti12,102.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria,94.03099999999999
AT10B_S2_NODE_1_length_122269_cov_11.242561_109,QDH94055.1,87.3,63,8,0,1,63,1,63,5.49e-38,122.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QDH94055.1,hypothetical protein SEA_EVY_220,Streptomyces phage Evy,63.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria,54.998999999999995
AT10B_S2_NODE_1_length_122269_cov_11.242561_11,ASR77694.1,88.3,257,30,0,1,257,1,257,3.47e-177,489.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77694.1,Cas4 family exonuclease,Streptomyces phage Paradiddles,257.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria,226.93099999999998
AT10B_S2_NODE_1_length_122269_cov_11.242561_110,AST15421.1,72.1,68,19,0,4,71,9,76,5.26e-34,113.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,AST15421.1,hypothetical protein SEA_SAMISTI12_235,Streptomyces phage Samisti12,76.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria,49.028
AT10B_S2_NODE_1_length_122269_cov_11.242561_112,QDK02900.1,44.3,131,65,2,6,135,4,127,8.640000000000001e-31,109.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QDK02900.1,HNH endonuclease,Streptomyces phage Braelyn,133.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,58.033
AT10B_S2_NODE_1_length_122269_cov_11.242561_114,ASR77890.1,51.3,39,19,0,3,41,4,42,6.81e-06,42.4,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77890.1,hypothetical protein SEA_PEEBS_231,Streptomyces phage Peebs,78.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,20.006999999999998
AT10B_S2_NODE_1_length_122269_cov_11.242561_115,AIW02695.1,82.5,200,35,0,1,200,1,200,2.63e-121,343.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,AIW02695.1,hypothetical protein PBI_JAY2JAY_242,Streptomyces phage Jay2Jay,200.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,165.0
AT10B_S2_NODE_1_length_122269_cov_11.242561_116,QDK03046.1,77.8,63,13,1,1,62,1,63,1.21e-25,91.3,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QDK03046.1,hypothetical protein SEA_BRAELYN_231,Streptomyces phage Braelyn,63.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria,49.013999999999996
AT10B_S2_NODE_1_length_122269_cov_11.242561_117,ASR77656.1,69.5,82,23,1,1,82,1,80,1.73e-32,110.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77656.1,hypothetical protein SEA_PARADIDDLES_228,Streptomyces phage Paradiddles,80.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria,56.989999999999995
AT10B_S2_NODE_1_length_122269_cov_11.242561_118,ASR77456.1,60.9,87,33,1,1,86,1,87,1.9700000000000002e-33,112.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77456.1,hypothetical protein SEA_NOOTNOOT_234,Streptomyces phage NootNoot,90.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria,52.983
AT10B_S2_NODE_1_length_122269_cov_11.242561_119,QGH76499.1,63.7,135,47,1,4,136,3,137,8.02e-59,181.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QGH76499.1,hypothetical protein SEA_DAUBENSKI_232,Streptomyces phage Daubenski,139.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,85.995
AT10B_S2_NODE_1_length_122269_cov_11.242561_12,QGH76399.1,89.9,188,19,0,1,188,1,188,3.04e-119,337.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QGH76399.1,RuvC-like resolvase,Streptomyces phage Daubenski,188.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,169.012
AT10B_S2_NODE_1_length_122269_cov_11.242561_120,QDH94064.1,70.0,100,30,0,1,100,6,105,1.4200000000000001e-44,142.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QDH94064.1,thioredoxin,Streptomyces phage Evy,105.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria,70.0
AT10B_S2_NODE_1_length_122269_cov_11.242561_121,QJD50956.1,81.0,42,8,0,4,45,8,49,5.37e-20,75.9,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QJD50956.1,membrane protein,Streptomyces phage Bmoc,49.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,34.019999999999996
AT10B_S2_NODE_1_length_122269_cov_11.242561_123,QGH76502.1,84.9,159,24,0,1,159,1,159,1.99e-96,277.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QGH76502.1,hypothetical protein SEA_DAUBENSKI_235,Streptomyces phage Daubenski,159.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,134.991
AT10B_S2_NODE_1_length_122269_cov_11.242561_125,ASR75615.1,82.4,165,29,0,1,165,1,165,1.38e-99,286.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR75615.1,hypothetical protein SEA_MILDRED21_258,Streptomyces phage Mildred21,165.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria,135.96
AT10B_S2_NODE_1_length_122269_cov_11.242561_126,ASR77902.1,54.1,74,33,1,1,74,1,73,9.650000000000001e-21,79.7,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,ASR77902.1,hypothetical protein SEA_PEEBS_243,Streptomyces phage Peebs,73.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,40.034
AT10B_S2_NODE_1_length_122269_cov_11.242561_127,QJD50962.1,84.6,78,12,0,1,78,1,78,2.1200000000000001e-44,139.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QJD50962.1,hypothetical protein SEA_BMOC_254,Streptomyces phage Bmoc,78.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,65.988
AT10B_S2_NODE_1_length_122269_cov_11.242561_128,QJD50963.1,70.7,92,24,1,1,89,1,92,2.5e-44,140.0,AT10B_S2_NODE_1_length_122269_cov_11.242561,103329,QJD50963.1,hypothetical protein SEA_BMOC_255,Streptomyces phage Bmoc,92.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,65.04400000000001
