,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_genome_ID,qseqid_ID,qseqid_function,qseqid_protein_length,qseqid_genome_length,qseqid_input_seq,qseqid_virus,sseqid_genome_ID,sseqid_ID,sseqid_function,sseqid_protein_length,sseqid_genome_length,sseqid_input_seq,sseqid_virus,conserved_AA_#
102,NC_024711.1_23,YP_010509430.1,100.0,405,0,0,1,405,1,405,4.1e-307,831.0,NC_024711.1,NC_024711.1_23,,406,91284.0,1.0,,NC_067194.1,YP_010509430.1,MAG: putative ATP-dependent DNA ligase,405.0,97065.0,0.0,Carjivirus communis,405.0
103,NC_024711.1_23,YP_009052505.1,100.0,405,0,0,1,405,1,405,4.1e-307,831.0,NC_024711.1,NC_024711.1_23,,406,91284.0,1.0,,,,,,,0.0,,405.0
104,NC_024711.1_23,YP_010509430.1,100.0,405,0,0,1,405,1,405,4.1e-307,831.0,NC_024711.1,NC_024711.1_23,,406,91284.0,1.0,,NC_067194.1,YP_010509430.1,MAG: putative ATP-dependent DNA ligase,405.0,97065.0,0.0,Carjivirus communis,405.0
105,NC_024711.1_23,QWM89692.1,75.6,398,97,0,1,398,1,398,2.04e-232,642.0,NC_024711.1,NC_024711.1_23,,406,91284.0,1.0,,MZ130481.1,QWM89692.1,ATP-dependent DNA ligase,398.0,98001.0,0.0,CrAss-like virus sp.,300.888
106,NC_024711.1_23,YP_010359264.1,75.6,398,97,0,1,398,1,398,2.04e-232,642.0,NC_024711.1,NC_024711.1_23,,406,91284.0,1.0,,NC_062771.1,YP_010359264.1,ATP-dependent DNA ligase,uncultured phage cr99_1,98001.0,0.0,398,300.888
107,NC_024711.1_24,YP_010509431.1,100.0,127,0,0,1,127,1,127,1.73e-88,255.0,NC_024711.1,NC_024711.1_24,,128,91284.0,1.0,,NC_067194.1,YP_010509431.1,MAG: hypothetical protein OIE19_gp25,127.0,97065.0,0.0,Carjivirus communis,127.0
108,NC_024711.1_24,YP_010509431.1,100.0,127,0,0,1,127,1,127,1.73e-88,255.0,NC_024711.1,NC_024711.1_24,,128,91284.0,1.0,,NC_067194.1,YP_010509431.1,MAG: hypothetical protein OIE19_gp25,127.0,97065.0,0.0,Carjivirus communis,127.0
109,NC_024711.1_24,QWM89691.1,75.6,127,31,0,1,127,1,127,2.49e-63,192.0,NC_024711.1,NC_024711.1_24,,128,91284.0,1.0,,MZ130481.1,QWM89691.1,hypothetical protein,127.0,98001.0,0.0,CrAss-like virus sp.,96.012
110,NC_024711.1_24,YP_010359263.1,75.6,127,31,0,1,127,1,127,2.49e-63,192.0,NC_024711.1,NC_024711.1_24,,128,91284.0,1.0,,NC_062771.1,YP_010359263.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,127,96.012
111,NC_024711.1_24,QWM89230.1,34.1,123,67,3,3,124,35,144,5.76e-16,72.4,NC_024711.1,NC_024711.1_24,,128,91284.0,1.0,,MZ130476.1,QWM89230.1,hypothetical protein,145.0,92241.0,0.0,CrAss-like virus sp.,41.943
112,NC_024711.1_25,YP_009052506.3,100.0,271,0,0,1,271,1,271,5.159999999999999e-197,541.0,NC_024711.1,NC_024711.1_25,,272,91284.0,1.0,,,,,,,0.0,,271.0
113,NC_024711.1_25,YP_010509432.1,100.0,241,0,0,31,271,1,241,7.62e-176,487.0,NC_024711.1,NC_024711.1_25,,272,91284.0,1.0,,NC_067194.1,YP_010509432.1,MAG: putative deoxynucleoside monophosphate kinase,241.0,97065.0,0.0,Carjivirus communis,241.0
114,NC_024711.1_25,YP_010509432.1,100.0,241,0,0,31,271,1,241,7.62e-176,487.0,NC_024711.1,NC_024711.1_25,,272,91284.0,1.0,,NC_067194.1,YP_010509432.1,MAG: putative deoxynucleoside monophosphate kinase,241.0,97065.0,0.0,Carjivirus communis,241.0
115,NC_024711.1_25,QWM89690.1,64.8,244,79,3,31,271,1,240,2.87e-101,298.0,NC_024711.1,NC_024711.1_25,,272,91284.0,1.0,,MZ130481.1,QWM89690.1,deoxynucleoside monophosphate kinase,240.0,98001.0,0.0,CrAss-like virus sp.,158.112
116,NC_024711.1_25,YP_010359262.1,64.8,244,79,3,31,271,1,240,2.87e-101,298.0,NC_024711.1,NC_024711.1_25,,272,91284.0,1.0,,NC_062771.1,YP_010359262.1,deoxynucleoside monophosphate kinase,uncultured phage cr99_1,98001.0,0.0,240,158.112
117,NC_024711.1_26,YP_010509433.1,100.0,127,0,0,1,127,1,127,1.59e-93,268.0,NC_024711.1,NC_024711.1_26,,128,91284.0,1.0,,NC_067194.1,YP_010509433.1,MAG: putative C4-type zinc finger protein,127.0,97065.0,0.0,Carjivirus communis,127.0
118,NC_024711.1_26,YP_009052507.1,100.0,127,0,0,1,127,1,127,1.59e-93,268.0,NC_024711.1,NC_024711.1_26,,128,91284.0,1.0,,,,,,,0.0,,127.0
119,NC_024711.1_26,YP_010509433.1,100.0,127,0,0,1,127,1,127,1.59e-93,268.0,NC_024711.1,NC_024711.1_26,,128,91284.0,1.0,,NC_067194.1,YP_010509433.1,MAG: putative C4-type zinc finger protein,127.0,97065.0,0.0,Carjivirus communis,127.0
120,NC_024711.1_26,QWM89689.1,75.6,127,31,0,1,127,1,127,5.92e-76,224.0,NC_024711.1,NC_024711.1_26,,128,91284.0,1.0,,MZ130481.1,QWM89689.1,C4-type zinc finger protein,129.0,98001.0,0.0,CrAss-like virus sp.,96.012
121,NC_024711.1_26,YP_010359261.1,75.6,127,31,0,1,127,1,127,5.92e-76,224.0,NC_024711.1,NC_024711.1_26,,128,91284.0,1.0,,NC_062771.1,YP_010359261.1,C4-type zinc finger protein,uncultured phage cr99_1,98001.0,0.0,129,96.012
122,NC_024711.1_27,YP_010509434.1,100.0,289,0,0,1,289,1,289,7.51e-224,611.0,NC_024711.1,NC_024711.1_27,,290,91284.0,1.0,,NC_067194.1,YP_010509434.1,MAG: putative flavin-dependent thymidylate synthase,289.0,97065.0,0.0,Carjivirus communis,289.0
123,NC_024711.1_27,YP_009052508.1,100.0,289,0,0,1,289,1,289,7.51e-224,611.0,NC_024711.1,NC_024711.1_27,,290,91284.0,1.0,,,,,,,0.0,,289.0
124,NC_024711.1_27,YP_010509434.1,100.0,289,0,0,1,289,1,289,7.51e-224,611.0,NC_024711.1,NC_024711.1_27,,290,91284.0,1.0,,NC_067194.1,YP_010509434.1,MAG: putative flavin-dependent thymidylate synthase,289.0,97065.0,0.0,Carjivirus communis,289.0
125,NC_024711.1_27,QWM90149.1,56.6,297,115,3,1,287,1,293,3.49e-117,341.0,NC_024711.1,NC_024711.1_27,,290,91284.0,1.0,,MZ130486.1,QWM90149.1,thymidylate synthase,294.0,92361.0,0.0,CrAss-like virus sp.,168.102
126,NC_024711.1_27,YP_010359721.1,56.6,297,115,3,1,287,1,293,3.49e-117,341.0,NC_024711.1,NC_024711.1_27,,290,91284.0,1.0,,NC_062776.1,YP_010359721.1,thymidylate synthase,uncultured phage cr9_1,92361.0,0.0,294,168.102
127,NC_024711.1_28,YP_010509435.1,100.0,88,0,0,1,88,1,88,2.9500000000000003e-64,191.0,NC_024711.1,NC_024711.1_28,,89,91284.0,1.0,,NC_067194.1,YP_010509435.1,MAG: hypothetical protein OIE19_gp29,88.0,97065.0,0.0,Carjivirus communis,88.0
128,NC_024711.1_28,YP_010509435.1,100.0,88,0,0,1,88,1,88,2.9500000000000003e-64,191.0,NC_024711.1,NC_024711.1_28,,89,91284.0,1.0,,NC_067194.1,YP_010509435.1,MAG: hypothetical protein OIE19_gp29,88.0,97065.0,0.0,Carjivirus communis,88.0
129,NC_024711.1_29,YP_010509436.1,100.0,45,0,0,1,45,1,45,1.86e-28,97.8,NC_024711.1,NC_024711.1_29,,46,91284.0,1.0,,NC_067194.1,YP_010509436.1,MAG: hypothetical protein OIE19_gp30,45.0,97065.0,0.0,Carjivirus communis,45.0
130,NC_024711.1_29,YP_010509436.1,100.0,45,0,0,1,45,1,45,1.86e-28,97.8,NC_024711.1,NC_024711.1_29,,46,91284.0,1.0,,NC_067194.1,YP_010509436.1,MAG: hypothetical protein OIE19_gp30,45.0,97065.0,0.0,Carjivirus communis,45.0
131,NC_024711.1_29,QWM89686.1,81.0,21,4,0,25,45,9,29,8.29e-08,45.4,NC_024711.1,NC_024711.1_29,,46,91284.0,1.0,,MZ130481.1,QWM89686.1,hypothetical protein,29.0,98001.0,0.0,CrAss-like virus sp.,17.009999999999998
132,NC_024711.1_29,YP_010359258.1,81.0,21,4,0,25,45,9,29,8.29e-08,45.4,NC_024711.1,NC_024711.1_29,,46,91284.0,1.0,,NC_062771.1,YP_010359258.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,29,17.009999999999998
133,NC_024711.1_30,YP_010509437.1,100.0,259,0,0,1,259,1,259,3.4399999999999996e-180,498.0,NC_024711.1,NC_024711.1_30,,260,91284.0,1.0,,NC_067194.1,YP_010509437.1,MAG: Mu Gam-like end protection,259.0,97065.0,0.0,Carjivirus communis,259.0
134,NC_024711.1_30,YP_009052509.1,100.0,259,0,0,1,259,1,259,3.4399999999999996e-180,498.0,NC_024711.1,NC_024711.1_30,,260,91284.0,1.0,,,,,,,0.0,,259.0
135,NC_024711.1_30,YP_010509437.1,100.0,259,0,0,1,259,1,259,3.4399999999999996e-180,498.0,NC_024711.1,NC_024711.1_30,,260,91284.0,1.0,,NC_067194.1,YP_010509437.1,MAG: Mu Gam-like end protection,259.0,97065.0,0.0,Carjivirus communis,259.0
136,NC_024711.1_30,QWM89685.1,82.3,260,45,1,1,259,1,260,7.539999999999999e-150,421.0,NC_024711.1,NC_024711.1_30,,260,91284.0,1.0,,MZ130481.1,QWM89685.1,"siphovirus Gp157 family protein, GAM-like host nuclease inhibitor",260.0,98001.0,0.0,CrAss-like virus sp.,213.98
137,NC_024711.1_30,YP_010359257.1,82.3,260,45,1,1,259,1,260,7.539999999999999e-150,421.0,NC_024711.1,NC_024711.1_30,,260,91284.0,1.0,,NC_062771.1,YP_010359257.1,Mu Gam-like end protection,uncultured phage cr99_1,98001.0,0.0,260,213.98
138,NC_024711.1_31,YP_010509439.1,100.0,353,0,0,1,353,1,353,8.9e-262,712.0,NC_024711.1,NC_024711.1_31,,354,91284.0,1.0,,NC_067194.1,YP_010509439.1,MAG: putative phage/plasmid-related protein,353.0,97065.0,0.0,Carjivirus communis,353.0
139,NC_024711.1_31,YP_009052511.1,100.0,353,0,0,1,353,1,353,8.9e-262,712.0,NC_024711.1,NC_024711.1_31,,354,91284.0,1.0,,,,,,,0.0,,353.0
140,NC_024711.1_31,YP_010509439.1,100.0,353,0,0,1,353,1,353,8.9e-262,712.0,NC_024711.1,NC_024711.1_31,,354,91284.0,1.0,,NC_067194.1,YP_010509439.1,MAG: putative phage/plasmid-related protein,353.0,97065.0,0.0,Carjivirus communis,353.0
141,NC_024711.1_31,QWM89683.1,92.6,353,26,0,1,353,1,353,1.1e-246,674.0,NC_024711.1,NC_024711.1_31,,354,91284.0,1.0,,MZ130481.1,QWM89683.1,hypothetical protein,353.0,98001.0,0.0,CrAss-like virus sp.,326.878
142,NC_024711.1_31,YP_010359255.1,92.6,353,26,0,1,353,1,353,1.1e-246,674.0,NC_024711.1,NC_024711.1_31,,354,91284.0,1.0,,NC_062771.1,YP_010359255.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,353,326.878
143,NC_024711.1_32,YP_009052512.3,100.0,106,0,0,1,106,1,106,7.08e-78,227.0,NC_024711.1,NC_024711.1_32,,107,91284.0,1.0,,,,,,,0.0,,106.0
144,NC_024711.1_32,YP_010509440.1,100.0,102,0,0,1,102,1,102,2.06e-72,217.0,NC_024711.1,NC_024711.1_32,,107,91284.0,1.0,,NC_067194.1,YP_010509440.1,MAG: putative Dut dUTPase,222.0,97065.0,0.0,Carjivirus communis,102.0
145,NC_024711.1_32,YP_010509440.1,100.0,102,0,0,1,102,1,102,2.06e-72,217.0,NC_024711.1,NC_024711.1_32,,107,91284.0,1.0,,NC_067194.1,YP_010509440.1,MAG: putative Dut dUTPase,222.0,97065.0,0.0,Carjivirus communis,102.0
146,NC_024711.1_32,QWM89682.1,84.0,106,17,0,1,106,1,106,1.82e-62,188.0,NC_024711.1,NC_024711.1_32,,107,91284.0,1.0,,MZ130481.1,QWM89682.1,Dut dUTPase,106.0,98001.0,0.0,CrAss-like virus sp.,89.04
147,NC_024711.1_32,YP_010359254.1,84.0,106,17,0,1,106,1,106,1.82e-62,188.0,NC_024711.1,NC_024711.1_32,,107,91284.0,1.0,,NC_062771.1,YP_010359254.1,Dut dUTPase,uncultured phage cr99_1,98001.0,0.0,106,89.04
148,NC_024711.1_33,YP_010509441.1,100.0,284,0,0,1,284,1,284,5.83e-205,563.0,NC_024711.1,NC_024711.1_33,,285,91284.0,1.0,,NC_067194.1,YP_010509441.1,MAG: HNH endonuclease,284.0,97065.0,0.0,Carjivirus communis,284.0
149,NC_024711.1_33,YP_009052513.1,100.0,284,0,0,1,284,1,284,5.83e-205,563.0,NC_024711.1,NC_024711.1_33,,285,91284.0,1.0,,,,,,,0.0,,284.0
150,NC_024711.1_33,YP_010509441.1,100.0,284,0,0,1,284,1,284,5.83e-205,563.0,NC_024711.1,NC_024711.1_33,,285,91284.0,1.0,,NC_067194.1,YP_010509441.1,MAG: HNH endonuclease,284.0,97065.0,0.0,Carjivirus communis,284.0
151,NC_024711.1_33,QWM89681.1,95.8,284,12,0,1,284,1,284,1.79e-199,549.0,NC_024711.1,NC_024711.1_33,,285,91284.0,1.0,,MZ130481.1,QWM89681.1,putative intron-encoded HNH endonuclease,284.0,98001.0,0.0,CrAss-like virus sp.,272.072
152,NC_024711.1_33,YP_010359253.1,95.8,284,12,0,1,284,1,284,1.79e-199,549.0,NC_024711.1,NC_024711.1_33,,285,91284.0,1.0,,NC_062771.1,YP_010359253.1,HNH endonuclease,uncultured phage cr99_1,98001.0,0.0,284,272.072
153,NC_024711.1_34,YP_009052514.1,100.0,120,0,0,1,120,1,120,2.24e-83,242.0,NC_024711.1,NC_024711.1_34,,121,91284.0,1.0,,,,,,,0.0,,120.0
154,NC_024711.1_34,YP_010509440.1,100.0,120,0,0,1,120,103,222,6.73e-82,242.0,NC_024711.1,NC_024711.1_34,,121,91284.0,1.0,,NC_067194.1,YP_010509440.1,MAG: putative Dut dUTPase,222.0,97065.0,0.0,Carjivirus communis,120.0
155,NC_024711.1_34,YP_010509440.1,100.0,120,0,0,1,120,103,222,6.73e-82,242.0,NC_024711.1,NC_024711.1_34,,121,91284.0,1.0,,NC_067194.1,YP_010509440.1,MAG: putative Dut dUTPase,222.0,97065.0,0.0,Carjivirus communis,120.0
156,NC_024711.1_34,QWM89680.1,80.8,120,23,0,1,120,1,120,2.8199999999999996e-68,204.0,NC_024711.1,NC_024711.1_34,,121,91284.0,1.0,,MZ130481.1,QWM89680.1,Dut dUTPase,120.0,98001.0,0.0,CrAss-like virus sp.,96.96
157,NC_024711.1_34,YP_010359252.1,80.8,120,23,0,1,120,1,120,2.8199999999999996e-68,204.0,NC_024711.1,NC_024711.1_34,,121,91284.0,1.0,,NC_062771.1,YP_010359252.1,Dut dUTPase,uncultured phage cr99_1,98001.0,0.0,120,96.96
158,NC_024711.1_35,YP_010509442.1,98.7,75,1,0,11,85,1,75,1.17e-51,159.0,NC_024711.1,NC_024711.1_35,,86,91284.0,1.0,,NC_067194.1,YP_010509442.1,MAG: putative uncharacterized DUF1653 family protein,75.0,97065.0,0.0,Carjivirus communis,74.025
159,NC_024711.1_35,YP_010509442.1,98.7,75,1,0,11,85,1,75,1.17e-51,159.0,NC_024711.1,NC_024711.1_35,,86,91284.0,1.0,,NC_067194.1,YP_010509442.1,MAG: putative uncharacterized DUF1653 family protein,75.0,97065.0,0.0,Carjivirus communis,74.025
160,NC_024711.1_35,QWM89679.1,74.4,86,21,1,1,85,1,86,1.62e-42,136.0,NC_024711.1,NC_024711.1_35,,86,91284.0,1.0,,MZ130481.1,QWM89679.1,hypothetical protein,86.0,98001.0,0.0,CrAss-like virus sp.,63.984
161,NC_024711.1_35,YP_010359251.1,74.4,86,21,1,1,85,1,86,1.62e-42,136.0,NC_024711.1,NC_024711.1_35,,86,91284.0,1.0,,NC_062771.1,YP_010359251.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,86,63.984
162,NC_024711.1_35,YP_009052515.3,100.0,47,0,0,39,85,1,47,7.81e-32,108.0,NC_024711.1,NC_024711.1_35,,86,91284.0,1.0,,,,,,,0.0,,47.0
163,NC_024711.1_36,YP_010509443.1,100.0,89,0,0,1,89,1,89,1.7699999999999998e-61,184.0,NC_024711.1,NC_024711.1_36,,90,91284.0,1.0,,NC_067194.1,YP_010509443.1,MAG: putative truncated thioredoxin,89.0,97065.0,0.0,Carjivirus communis,89.0
164,NC_024711.1_36,YP_009052516.1,100.0,89,0,0,1,89,1,89,1.7699999999999998e-61,184.0,NC_024711.1,NC_024711.1_36,,90,91284.0,1.0,,,,,,,0.0,,89.0
165,NC_024711.1_36,YP_010509443.1,100.0,89,0,0,1,89,1,89,1.7699999999999998e-61,184.0,NC_024711.1,NC_024711.1_36,,90,91284.0,1.0,,NC_067194.1,YP_010509443.1,MAG: putative truncated thioredoxin,89.0,97065.0,0.0,Carjivirus communis,89.0
166,NC_024711.1_36,QWM89678.1,85.4,89,13,0,1,89,1,89,8.84e-53,162.0,NC_024711.1,NC_024711.1_36,,90,91284.0,1.0,,MZ130481.1,QWM89678.1,putative truncated thioredoxin,89.0,98001.0,0.0,CrAss-like virus sp.,76.006
167,NC_024711.1_36,YP_010359250.1,85.4,89,13,0,1,89,1,89,8.84e-53,162.0,NC_024711.1,NC_024711.1_36,,90,91284.0,1.0,,NC_062771.1,YP_010359250.1,putative truncated thioredoxin,uncultured phage cr99_1,98001.0,0.0,89,76.006
168,NC_024711.1_37,YP_010509444.1,100.0,197,0,0,1,197,1,197,3.28e-145,404.0,NC_024711.1,NC_024711.1_37,,198,91284.0,1.0,,NC_067194.1,YP_010509444.1,MAG: hypothetical protein OIE19_gp38,197.0,97065.0,0.0,Carjivirus communis,197.0
169,NC_024711.1_37,YP_009052517.1,100.0,197,0,0,1,197,1,197,3.28e-145,404.0,NC_024711.1,NC_024711.1_37,,198,91284.0,1.0,,,,,,,0.0,,197.0
170,NC_024711.1_37,YP_010509444.1,100.0,197,0,0,1,197,1,197,3.28e-145,404.0,NC_024711.1,NC_024711.1_37,,198,91284.0,1.0,,NC_067194.1,YP_010509444.1,MAG: hypothetical protein OIE19_gp38,197.0,97065.0,0.0,Carjivirus communis,197.0
171,NC_024711.1_37,QWM89677.1,98.5,197,3,0,1,197,1,197,1.56e-143,400.0,NC_024711.1,NC_024711.1_37,,198,91284.0,1.0,,MZ130481.1,QWM89677.1,hypothetical protein,197.0,98001.0,0.0,CrAss-like virus sp.,194.045
172,NC_024711.1_37,YP_010359249.1,98.5,197,3,0,1,197,1,197,1.56e-143,400.0,NC_024711.1,NC_024711.1_37,,198,91284.0,1.0,,NC_062771.1,YP_010359249.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,197,194.045
173,NC_024711.1_38,YP_010509445.1,100.0,92,0,0,1,92,1,92,1.55e-61,184.0,NC_024711.1,NC_024711.1_38,,93,91284.0,1.0,,NC_067194.1,YP_010509445.1,MAG: putative thioredoxin,92.0,97065.0,0.0,Carjivirus communis,92.0
174,NC_024711.1_38,QWM89676.1,100.0,92,0,0,1,92,1,92,1.55e-61,184.0,NC_024711.1,NC_024711.1_38,,93,91284.0,1.0,,MZ130481.1,QWM89676.1,thioredoxin,92.0,98001.0,0.0,CrAss-like virus sp.,92.0
175,NC_024711.1_38,YP_009052518.1,100.0,92,0,0,1,92,1,92,1.55e-61,184.0,NC_024711.1,NC_024711.1_38,,93,91284.0,1.0,,,,,,,0.0,,92.0
176,NC_024711.1_38,YP_010509445.1,100.0,92,0,0,1,92,1,92,1.55e-61,184.0,NC_024711.1,NC_024711.1_38,,93,91284.0,1.0,,NC_067194.1,YP_010509445.1,MAG: putative thioredoxin,92.0,97065.0,0.0,Carjivirus communis,92.0
177,NC_024711.1_38,YP_010359248.1,100.0,92,0,0,1,92,1,92,1.55e-61,184.0,NC_024711.1,NC_024711.1_38,,93,91284.0,1.0,,NC_062771.1,YP_010359248.1,thioredoxin,uncultured phage cr99_1,98001.0,0.0,92,92.0
178,NC_024711.1_39,YP_010509446.1,100.0,54,0,0,1,54,1,54,1.22e-30,103.0,NC_024711.1,NC_024711.1_39,,55,91284.0,1.0,,NC_067194.1,YP_010509446.1,MAG: hypothetical protein OIE19_gp40,54.0,97065.0,0.0,Carjivirus communis,54.0
179,NC_024711.1_39,YP_009052519.1,100.0,54,0,0,1,54,1,54,1.22e-30,103.0,NC_024711.1,NC_024711.1_39,,55,91284.0,1.0,,,,,,,0.0,,54.0
180,NC_024711.1_39,YP_010509446.1,100.0,54,0,0,1,54,1,54,1.22e-30,103.0,NC_024711.1,NC_024711.1_39,,55,91284.0,1.0,,NC_067194.1,YP_010509446.1,MAG: hypothetical protein OIE19_gp40,54.0,97065.0,0.0,Carjivirus communis,54.0
181,NC_024711.1_39,QWM89675.1,89.1,46,5,0,1,46,1,46,1.1e-21,81.3,NC_024711.1,NC_024711.1_39,,55,91284.0,1.0,,MZ130481.1,QWM89675.1,hypothetical protein,49.0,98001.0,0.0,CrAss-like virus sp.,40.986
182,NC_024711.1_39,YP_010359247.1,89.1,46,5,0,1,46,1,46,1.1e-21,81.3,NC_024711.1,NC_024711.1_39,,55,91284.0,1.0,,NC_062771.1,YP_010359247.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,49,40.986
183,NC_024711.1_40,YP_010509447.1,100.0,141,0,0,1,141,9,149,5.13e-103,293.0,NC_024711.1,NC_024711.1_40,,142,91284.0,1.0,,NC_067194.1,YP_010509447.1,MAG: putative phage protein of N4_gp49/Sf6_gp66 (pfam13876) family,149.0,97065.0,0.0,Carjivirus communis,141.0
184,NC_024711.1_40,YP_009052520.1,100.0,141,0,0,1,141,9,149,5.13e-103,293.0,NC_024711.1,NC_024711.1_40,,142,91284.0,1.0,,,,,,,0.0,,141.0
185,NC_024711.1_40,YP_010509447.1,100.0,141,0,0,1,141,9,149,5.13e-103,293.0,NC_024711.1,NC_024711.1_40,,142,91284.0,1.0,,NC_067194.1,YP_010509447.1,MAG: putative phage protein of N4_gp49/Sf6_gp66 (pfam13876) family,149.0,97065.0,0.0,Carjivirus communis,141.0
186,NC_024711.1_40,QOR59085.1,61.7,141,54,0,1,141,9,149,5.45e-62,190.0,NC_024711.1,NC_024711.1_40,,142,91284.0,1.0,,MT774386.1,QOR59085.1,hypothetical protein,151.0,89781.0,0.0,crAssphage cr110_1,86.997
187,NC_024711.1_40,YP_010111243.1,61.7,141,54,0,1,141,9,149,5.45e-62,190.0,NC_024711.1,NC_024711.1_40,,142,91284.0,1.0,,NC_055879.1,YP_010111243.1,hypothetical protein,uncultured phage cr110_1,89781.0,0.0,151,86.997
188,NC_024711.1_41,QWM89673.1,69.6,56,17,0,6,61,1,56,6.83e-19,74.7,NC_024711.1,NC_024711.1_41,,62,91284.0,1.0,,MZ130481.1,QWM89673.1,hypothetical protein,56.0,98001.0,0.0,CrAss-like virus sp.,38.976
189,NC_024711.1_41,YP_010359245.1,69.6,56,17,0,6,61,1,56,6.83e-19,74.7,NC_024711.1,NC_024711.1_41,,62,91284.0,1.0,,NC_062771.1,YP_010359245.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,56,38.976
190,NC_024711.1_42,YP_010509448.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_024711.1,NC_024711.1_42,,61,91284.0,1.0,,NC_067194.1,YP_010509448.1,MAG: hypothetical protein OIE19_gp42,60.0,97065.0,0.0,Carjivirus communis,60.0
191,NC_024711.1_42,YP_010509448.1,100.0,60,0,0,1,60,1,60,5.82e-36,117.0,NC_024711.1,NC_024711.1_42,,61,91284.0,1.0,,NC_067194.1,YP_010509448.1,MAG: hypothetical protein OIE19_gp42,60.0,97065.0,0.0,Carjivirus communis,60.0
192,NC_024711.1_42,QWM89671.1,85.0,60,9,0,1,60,1,60,6.350000000000001e-31,105.0,NC_024711.1,NC_024711.1_42,,61,91284.0,1.0,,MZ130481.1,QWM89671.1,hypothetical protein,60.0,98001.0,0.0,CrAss-like virus sp.,51.0
193,NC_024711.1_42,YP_010359243.1,85.0,60,9,0,1,60,1,60,6.350000000000001e-31,105.0,NC_024711.1,NC_024711.1_42,,61,91284.0,1.0,,NC_062771.1,YP_010359243.1,hypothetical protein,uncultured phage cr99_1,98001.0,0.0,60,51.0
194,NC_024711.1_43,YP_010509449.1,100.0,184,0,0,1,184,1,184,3.5800000000000006e-129,363.0,NC_024711.1,NC_024711.1_43,,185,91284.0,1.0,,NC_067194.1,YP_010509449.1,MAG: putative plasmid replication initiation protein RepL,184.0,97065.0,0.0,Carjivirus communis,184.0
195,NC_024711.1_43,YP_009052521.1,100.0,184,0,0,1,184,1,184,3.5800000000000006e-129,363.0,NC_024711.1,NC_024711.1_43,,185,91284.0,1.0,,,,,,,0.0,,184.0
196,NC_024711.1_43,YP_010509449.1,100.0,184,0,0,1,184,1,184,3.5800000000000006e-129,363.0,NC_024711.1,NC_024711.1_43,,185,91284.0,1.0,,NC_067194.1,YP_010509449.1,MAG: putative plasmid replication initiation protein RepL,184.0,97065.0,0.0,Carjivirus communis,184.0
197,NC_024711.1_43,QWM90207.1,35.2,182,114,4,4,184,3,181,6.39e-24,95.9,NC_024711.1,NC_024711.1_43,,185,91284.0,1.0,,MZ130486.1,QWM90207.1,transcription regulator,181.0,92361.0,0.0,CrAss-like virus sp.,64.06400000000001
198,NC_024711.1_43,YP_010359779.1,35.2,182,114,4,4,184,3,181,6.39e-24,95.9,NC_024711.1,NC_024711.1_43,,185,91284.0,1.0,,NC_062776.1,YP_010359779.1,transcription regulator,uncultured phage cr9_1,92361.0,0.0,181,64.06400000000001
199,NC_024711.1_44,YP_010509450.1,100.0,4070,0,0,1,4070,1,4070,0.0,7993.0,NC_024711.1,NC_024711.1_44,,4071,91284.0,1.0,,NC_067194.1,YP_010509450.1,MAG: putative RNAP catalytic subunit fused to unknown RNAP subunit,4070.0,97065.0,0.0,Carjivirus communis,4070.0000000000005
200,NC_024711.1_44,YP_010509450.1,100.0,4070,0,0,1,4070,1,4070,0.0,7993.0,NC_024711.1,NC_024711.1_44,,4071,91284.0,1.0,,NC_067194.1,YP_010509450.1,MAG: putative RNAP catalytic subunit fused to unknown RNAP subunit,4070.0,97065.0,0.0,Carjivirus communis,4070.0000000000005
201,NC_024711.1_44,YP_009052522.3,100.0,4036,0,0,35,4070,1,4036,0.0,7926.0,NC_024711.1,NC_024711.1_44,,4071,91284.0,1.0,,,,,,,0.0,,4036.0
202,NC_024711.1_44,QWM89670.1,97.8,4070,91,0,1,4070,1,4070,0.0,7857.0,NC_024711.1,NC_024711.1_44,,4071,91284.0,1.0,,MZ130481.1,QWM89670.1,putative RNAP catalytic subunit/unknown RNAP subunit fusion protein,4070.0,98001.0,0.0,CrAss-like virus sp.,3980.46
203,NC_024711.1_44,YP_010359242.1,97.8,4070,91,0,1,4070,1,4070,0.0,7857.0,NC_024711.1,NC_024711.1_44,,4071,91284.0,1.0,,NC_062771.1,YP_010359242.1,putative RNAP catalytic subunit/unknown RNAP subunit fusion protein,uncultured phage cr99_1,98001.0,0.0,4070,3980.46
204,NC_024711.1_45,YP_010509451.1,100.0,1957,0,0,1,1957,1,1957,0.0,3720.0,NC_024711.1,NC_024711.1_45,,1958,91284.0,1.0,,NC_067194.1,YP_010509451.1,MAG: putative RNAP associated protein fused to zincin protease,1957.0,97065.0,0.0,Carjivirus communis,1957.0
