qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXG66178.1,64.4,1090,387,1,6,1094,5,1094,0.0,1434.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXG66178.1,DnaE-like DNA polymerase III alpha,Streptomyces phage Annadreamy,1096.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXQ63331.1,64.3,1090,388,1,6,1094,5,1094,0.0,1420.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXQ63331.1,DnaE-like DNA polymerase III alpha,Streptomyces phage Comrade,1096.0,MH651172.1,129015.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus comrade,E,Streptomyces phage Comrade,,,MH651172,NC_048728,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXH67268.1,63.8,1103,384,4,6,1094,5,1106,0.0,1408.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67268.1,DnaE-like DNA polymerase III alpha,Streptomyces phage Wollford,1106.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXH66830.1,63.6,1103,387,4,6,1094,5,1106,0.0,1406.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH66830.1,DnaE-like DNA polymerase III alpha,Streptomyces phage StarPlatinum,1106.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXH69941.1,63.6,1103,386,4,6,1094,5,1106,0.0,1405.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69941.1,DnaE-like DNA polymerase III alpha,Streptomyces phage Karimac,1106.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AYB70919.1,63.4,1103,389,4,6,1094,5,1106,0.0,1404.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB70919.1,DnaE-like DNA polymerase III alpha,Streptomyces phage Yaboi,1106.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXH49203.1,64.4,1062,377,1,34,1094,1,1062,0.0,1398.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH49203.1,DnaE-like DNA polymerase III alpha,Streptomyces phage Blueeyedbeauty,1064.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AXH69607.1,63.2,1103,391,4,6,1094,5,1106,0.0,1394.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69607.1,DnaE-like DNA polymerase III alpha,Streptomyces phage LukeCage,1106.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AOZ63691.1,32.7,939,462,11,301,1083,8,932,7.58e-150,474.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AOZ63691.1,DNA polymerase III alpha,Rhodococcus phage Weasels2,947.0,KX774321.1,134973.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Weaselvirus,,Weaselvirus weasel,E,Rhodococcus phage Weasels2,,,KX774321,NC_041887,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AGM12230.1,32.6,1082,565,36,1,965,1,1035,2.93e-138,449.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AGM12230.1,DnaE-like DNA polymerase III (alpha),Streptomyces phage Zemlya,1159.0,KC700558.1,51077.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Arquatrovirinae,Likavirus,,Likavirus zemlya,E,Streptomyces phage Zemlya,,,KC700558,NC_021339,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AKY03511.1,32.6,1076,565,34,5,965,6,1036,5.8e-138,448.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AKY03511.1,DnaE-like DNA polymerase III (alpha),Streptomyces phage Danzina,1160.0,KT124228.1,50773.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Arquatrovirinae,Likavirus,,Likavirus danzina,E,Streptomyces phage Danzina,,,KT124228,NC_041860,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_3,AKY03435.1,32.4,1083,566,33,1,965,1,1035,7.91e-138,448.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AKY03435.1,DnaE-like DNA polymerase III (alpha),Streptomyces phage Aaronocolus,1159.0,KT124227.1,49562.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Arquatrovirinae,Likavirus,,Likavirus aaronocolus,E,Streptomyces phage Aaronocolus,,,KT124227,NC_042051,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AXH69608.1,65.6,64,22,0,1,64,1,64,6.909999999999999e-24,87.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69608.1,hypothetical protein SEA_LUKECAGE_82,Streptomyces phage LukeCage,65.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AXH66831.1,64.1,64,23,0,1,64,1,64,4e-23,85.1,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH66831.1,hypothetical protein SEA_STARPLATINUM_83,Streptomyces phage StarPlatinum,65.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AYB70920.1,64.1,64,23,0,1,64,1,64,5.68e-23,84.7,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB70920.1,hypothetical protein SEA_YABOI_83,Streptomyces phage Yaboi,65.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AXH69942.1,63.5,63,23,0,1,63,1,63,3.29e-22,82.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69942.1,hypothetical protein SEA_KARIMAC_82,Streptomyces phage Karimac,65.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AXH67426.1,60.9,64,25,0,1,64,1,64,1.3400000000000002e-21,81.3,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67426.1,hypothetical protein SEA_WOFFORD_82,Streptomyces phage Wollford,65.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,QGH76390.1,46.9,64,33,1,1,64,1,63,9.45e-15,63.9,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76390.1,hypothetical protein SEA_DAUBENSKI_82,Streptomyces phage Daubenski,64.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,ASR75486.1,43.6,55,31,0,1,55,1,55,6.56e-12,56.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR75486.1,hypothetical protein SEA_MILDRED21_79,Streptomyces phage Mildred21,59.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,QDH93948.1,45.5,55,30,0,1,55,1,55,9.32e-12,56.2,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDH93948.1,hypothetical protein SEA_EVY_81,Streptomyces phage Evy,59.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,QJD50828.1,43.3,60,34,0,1,60,1,60,1.35e-11,55.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50828.1,hypothetical protein SEA_BMOC_79,Streptomyces phage Bmoc,60.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AIW02583.1,45.5,55,30,0,1,55,1,55,3.79e-11,54.7,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02583.1,hypothetical protein PBI_JAY2JAY_85,Streptomyces phage Jay2Jay,59.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,QDK02936.1,43.6,55,31,0,1,55,5,59,5.9e-11,54.3,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDK02936.1,hypothetical protein SEA_BRAELYN_80,Streptomyces phage Braelyn,63.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,ASR77786.1,41.8,55,32,0,1,55,1,55,7.63e-11,53.9,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77786.1,hypothetical protein SEA_PEEBS_80,Streptomyces phage Peebs,59.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,AST15312.1,41.8,55,32,0,1,55,1,55,7.63e-11,53.9,AT10B_S15_NODE_1_length_45468_cov_7,103329,AST15312.1,hypothetical protein SEA_SAMISTI12_81,Streptomyces phage Samisti12,59.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,QBP30878.1,41.8,55,32,0,1,55,1,55,7.63e-11,53.9,AT10B_S15_NODE_1_length_45468_cov_7,103329,QBP30878.1,hypothetical protein SEA_EGOLE_82,Streptomyces phage EGole,59.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,ASR77344.1,41.8,55,32,0,1,55,1,55,1.54e-10,53.1,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77344.1,hypothetical protein SEA_NOOTNOOT_76,Streptomyces phage NootNoot,59.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_4,ASR77565.1,41.8,55,32,0,1,55,1,55,1.54e-10,53.1,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77565.1,hypothetical protein SEA_PARADIDDLES_76,Streptomyces phage Paradiddles,59.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AXH67269.1,91.4,116,10,0,1,116,1,116,1.33e-69,206.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67269.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Wollford,116.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,QJD50829.1,91.4,116,10,0,1,116,1,116,1.33e-69,206.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50829.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Bmoc,116.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AXH66832.1,90.5,116,11,0,1,116,1,116,3.82e-69,205.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH66832.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage StarPlatinum,116.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AXH69609.1,89.7,116,12,0,1,116,1,116,7.709999999999999e-69,204.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69609.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage LukeCage,116.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,QGH76391.1,88.8,116,13,0,1,116,1,116,1.56e-68,203.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76391.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Daubenski,116.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,QDK02937.1,88.7,115,13,0,2,116,10,124,7.88e-66,197.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDK02937.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Braelyn,124.0,MN096371.1,131234.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus braelyn,E,Streptomyces phage Braelyn,,,MN096371,NC_055813,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,ASR77345.1,87.8,115,14,0,2,116,10,124,1.12e-65,196.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77345.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage NootNoot,124.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,ASR77566.1,87.0,115,15,0,2,116,10,124,3.21e-65,195.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77566.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Paradiddles,124.0,MF347637.1,133486.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus paradiddles,E,Streptomyces phage Paradiddles,,,MF347637,NC_042010,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AIW02584.1,84.3,115,18,0,2,116,10,124,7.56e-64,192.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02584.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Jay2Jay,124.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,QDH93949.1,84.3,115,18,0,2,116,10,124,7.56e-64,192.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDH93949.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Evy,124.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AST15313.1,84.3,115,18,0,2,116,10,124,1.07e-63,191.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AST15313.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Samisti12,124.0,MF347639.1,133710.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus samisti12,E,Streptomyces phage Samisti12,,,MF347639,NC_042012,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,QBP30879.1,84.3,115,18,0,2,116,10,124,1.07e-63,191.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QBP30879.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage EGole,124.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,ASR77787.1,83.5,115,19,0,2,116,10,124,3.08e-63,190.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77787.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Peebs,124.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,ASR75487.1,83.5,115,19,0,2,116,10,124,5.1e-62,187.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR75487.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Mildred21,124.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AYB70921.1,78.4,116,25,0,1,116,1,116,3.1100000000000003e-59,180.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB70921.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Yaboi,116.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AXH69943.1,54.3,116,53,0,1,116,1,116,1.6e-38,127.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69943.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Karimac,116.0,MH590599.1,131909.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Karimac,E,Streptomyces phage Karimac,,,MH590599,NC_048724,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,ANA86989.1,55.3,114,50,1,4,116,1,114,1.43e-36,122.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ANA86989.1,MazG-like nucleotide pyrophosphohydrolase,Gordonia phage Soups,114.0,KU998249.1,52924.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Soupsvirus,,Soupsvirus soups,E,Gordonia phage Soups,,,KU998249,NC_030698,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AVO22083.1,56.1,114,49,1,4,116,1,114,2.02e-36,122.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AVO22083.1,MazG-like nucleotide pyrophosphohydrolase,Gordonia phage Waits,114.0,MH001454.1,52856.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Soupsvirus,,Soupsvirus wait,E,Gordonia phage Wait,,,MH001454,NC_042123,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AOE44764.1,55.3,114,50,1,4,116,1,114,5.78e-36,121.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AOE44764.1,MazG-like nucleotide pyrophosphohydrolase,Gordonia phage Strosahl,114.0,KX557284.1,52738.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Soupsvirus,,Soupsvirus strosahl,E,Gordonia phage Strosahl,,,KX557284,NC_041886,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,ABE67359.1,56.9,109,46,1,9,116,6,114,3.33e-35,119.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ABE67359.1,hypothetical protein PBI_CHE12_40,Mycobacterium phage Che12,114.0,DQ398043.1,52047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Fromanvirus,,Fromanvirus Che12,E,Mycobacterium phage Che12,,,DQ398043,NC_008203,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AFI24945.1,56.9,109,46,1,9,116,6,114,6.7e-35,118.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AFI24945.1,hypothetical protein,Mycobacterium phage SWU1,114.0,JF946695.1,52474.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Fromanvirus,,Fromanvirus SWU1,E,Mycobacterium phage SWU1,,,JF946695,NC_017973,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,AZU97141.1,57.5,113,48,0,4,116,1,113,2.64e-34,117.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AZU97141.1,MazG-like nucleotide pyrophosphohydrolase,Streptomyces phage Gilson,113.0,MK061412.1,128338.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Gilsonvirus,,Gilsonvirus gilson,E,Streptomyces phage Gilson,,,MK061412,NC_048742,Complete genome,dsDNA,bacteria
AT10B_S2_NODE_1_length_122269_cov_11.242561_5,CAA79413.1,56.0,109,47,1,9,116,6,114,2.7199999999999998e-34,117.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
