genome_ID	genome_length	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Exemplar or additional isolate	Virus name(s)	Virus name abbreviation(s)	Virus isolate designation	Virus GENBANK accession	Virus REFSEQ accession	Genome coverage	Genome composition	Host source	classified
JF797218.1	140377.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Alphaherpesvirinae	Varicellovirus		Suid alphaherpesvirus 1	E	suid alphaherpesvirus 1; pseudorabies virus	SuAHV1; PRV	Kaplan	JF797218		Complete genome	dsDNA	vertebrates	1.0
AY124577.1	2598.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Alphaherpesvirinae			Chelonid alphaherpesvirus 6	E	chelonid alphaherpesvirus 6; lung–eye–trachea disease-associated virus	ChAHV6; LETV	LETHV 221	AY124577		Partial genome	dsDNA	vertebrates	1.0
FJ483970.2	219474.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Aotine betaherpesvirus 1	E	aotine betaherpesvirus 1; owl monkey cytomegalovirus	AoBHV1; OMCMV	S34E	FJ483970	NC_016447	Complete genome	dsDNA	vertebrates	1.0
JQ264772.1	3075.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Cebine betaherpesvirus 1	E	cebine betaherpesvirus 1; capuchin monkey cytomegalovirus	CbBHV1; CMCMV	5567	JQ264772	NC_038260	Partial genome	dsDNA	vertebrates	1.0
FJ483968.2	226205.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Cercopithecine betaherpesvirus 5	E	cercopithecine betaherpesvirus 5; simian cytomegalovirus	CeBHV5; SCMV	2715	FJ483968	NC_012783	Complete genome	dsDNA	vertebrates	1.0
AY446894.2	235646.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Human betaherpesvirus 5	E	human betaherpesvirus 5; human cytomegalovirus	HuBHV5; HCMV	Merlin	AY446894	NC_006273	Complete genome	dsDNA	vertebrates	1.0
AY186194.1	221454.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Macacine betaherpesvirus 3	E	macacine betaherpesvirus 3; rhesus cytomegalovirus	McBHV3; RhCMV	68-1	AY186194	NC_006150	Complete genome	dsDNA	vertebrates	1.0
JN227533.1	218041.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Macacine betaherpesvirus 8	E	macacine betaherpesvirus 8; cynomolgus macaque cytomegalovirus	McBHV8	Ottawa	JN227533	NC_016154	Complete genome	dsDNA	vertebrates	1.0
KR297253.1	223083.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Mandrilline betaherpesvirus 1	E	mandrilline betaherpesvirus 1; drill monkey cytomegalovirus	MdBHV1	OCOM6-2	KR297253		Complete genome	dsDNA	vertebrates	1.0
AF480884.1	241087.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Panine betaherpesvirus 2	E	panine betaherpesvirus 2; chimpanzee cytomegalovirus	PnBHV2; CCMV	Heberling	AF480884	NC_003521	Complete genome	dsDNA	vertebrates	1.0
KR351281.1	226084.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Papiine betaherpesvirus 4	E	papiine betaherpesvirus 4; chacma baboon cytomegalovirus	PaBHV4	OCOM4-52	KR351281	NC_027016	Complete genome	dsDNA	vertebrates	1.0
FJ483967.2	196691.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Cytomegalovirus		Saimiriine betaherpesvirus 4	E	saimiriine betaherpesvirus 4; squirrel monkey cytomegalovirus	SaBHV4; SMCMV	SqSHV	FJ483967	NC_016448	Complete genome	dsDNA	vertebrates	1.0
GU305914.1	230408.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Muromegalovirus		Murid betaherpesvirus 1	E	murid betaherpesvirus 1; murine cytomegalovirus	MuBHV1; MCMV	Smith	GU305914		Complete genome	dsDNA	vertebrates	1.0
AF232689.2	230138.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Muromegalovirus		Murid betaherpesvirus 2	E	murid betaherpesvirus 2; rat cytomegalovirus strain Maastricht	MuBHV2; RCMV	Maastricht	AF232689	NC_002512	Complete genome	dsDNA	vertebrates	1.0
JX867617.2	202949.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Muromegalovirus		Murid betaherpesvirus 8	E	murid betaherpesvirus 8; rat cytomegalovirus strain England	MuBHV8; RCMVE	England	JX867617	NC_019559	Complete genome	dsDNA	vertebrates	1.0
KC462165.1	180421.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Proboscivirus		Elephantid betaherpesvirus 1	E	elephantid betaherpesvirus 1; elephantid endotheliotropic herpesvirus 1	ElBHV1; EEHV1	Raman	KC462165	NC_020474	Complete genome	dsDNA	vertebrates	1.0
KT832477.1	205896.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Proboscivirus		Elephantid betaherpesvirus 4	E	elephantid betaherpesvirus 4; elephantid endotheliotropic herpesvirus 4	ElBHV4; EEHV4	NAP69	KT832477	NC_028379	Complete genome	dsDNA	vertebrates	1.0
KF921519.1	180800.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Proboscivirus		Elephantid betaherpesvirus 5	E	elephantid betaherpesvirus 5; elephantid endotheliotropic herpesvirus 5	ElBHV5; EEHV5	Vijay	KF921519	NC_024696	Complete genome	dsDNA	vertebrates	1.0
KC503762.1	233501.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Quwivirus		Caviid betaherpesvirus 2	E	caviid betaherpesvirus 2; guinea pig cytomegalovirus	CdBHV2; GPCMV	21222	KC503762	NC_020231	Complete genome	dsDNA	vertebrates	1.0
JQ805139.1	222870.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Quwivirus		Miniopterid betaherpesvirus 1	E	miniopterid betaherpesvirus 1; Miniopterus schreibersii herpesvirus	MnBHV1; MsHV	B7D8	JQ805139		Complete genome	dsDNA	vertebrates	1.0
AF281817.1	195859.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Quwivirus		Tupaiid betaherpesvirus 1	E	tupaiid betaherpesvirus 1; tupaia herpesvirus	TuBHV1; THV	2	AF281817	NC_002794	Complete genome	dsDNA	vertebrates	1.0
AF037218.1	153080.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Roseolovirus		Human betaherpesvirus 7	E	human betaherpesvirus 7; human herpesvirus 7	HuBHV7; HHV7	RK	AF037218	NC_001716	Complete genome	dsDNA	vertebrates	1.0
AF157706.1	162114.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Roseolovirus		Human betaherpesvirus 6B	E	human betaherpesvirus 6B; human herpesvirus 6B	HuBHV6B; HHV6B	Z29	AF157706	NC_000898	Complete genome	dsDNA	vertebrates	1.0
KU351741.1	137448.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Roseolovirus		Macacine betaherpesvirus 9	E	macacine betaherpesvirus 9; Macaca nemestrina herpesvirus 7	McBHV9; MneHV7		KU351741	NC_030200	Complete genome	dsDNA	vertebrates	1.0
KY355735.1	173861.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Roseolovirus		Murid betaherpesvirus 3	E	murid betaherpesvirus 3; mouse thymic virus	MuBHV3; MTV	YOK1	KY355735	NC_033620	Complete genome	dsDNA	vertebrates	1.0
KF017583.1	128367.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Betaherpesvirinae	Roseolovirus		Suid betaherpesvirus 2	E	suid betaherpesvirus 2; porcine cytomegalovirus	SuBHV2; PCMV	BJ09	KF017583	NC_022233	Complete genome	dsDNA	vertebrates	1.0
KY965444.1	167212.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Bossavirus		Delphinid gammaherpesvirus 1	E	delphinid gammaherpesvirus 1; common bottlenose dolphin gammaherpesvirus 1	DeGHV1	Sarasota	KY965444	NC_035117	Complete genome	dsDNA	vertebrates	1.0
AF319782.2	149696.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Callitrichine gammaherpesvirus 3	E	callitrichine gammaherpesvirus 3; marmoset lymphosarcoma virus	ClGHV3	CJ0149	AF319782	NC_004367	Complete genome	dsDNA	vertebrates	1.0
AJ581752.1	2598.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Gorilline gammaherpesvirus 1	E	gorilline gammaherpesvirus 1; herpesvirus gorilla	GoGHV1	Machi	AJ581752		Partial genome	dsDNA	vertebrates	1.0
AJ507799.2	171823.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Human gammaherpesvirus 4	E	human gammaherpesvirus 4; Epstein-Barr virus	HuGHV4; EBV	B95-8	AJ507799	NC_007605	Complete genome	dsDNA	vertebrates	1.0
AY037858.1	171096.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Macacine gammaherpesvirus 4	E	macacine gammaherpesvirus 4; rhesus lymphocryptovirus	McGHV4; RLV	LCL8664	AY037858	NC_006146	Complete genome	dsDNA	vertebrates	1.0
KP676001.1	154158.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Macacine gammaherpesvirus 10	E	macacine gammaherpesvirus 10; cynomolgus macaque lymphocryptovirus	McGHV10	pfe-lcl-E3	KP676001	NC_055142	Complete genome	dsDNA	vertebrates	1.0
AJ581751.1	2580.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Panine gammaherpesvirus 1	E	panine gammaherpesvirus 1; herpesvirus pan	PnGHV1	Austin	AJ581751	NC_038859	Partial genome	dsDNA	vertebrates	1.0
AJ581750.1	2598.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Papiine gammaherpesvirus 1	E	papiine gammaherpesvirus 1; herpesvirus papio	PaGHV1	594S	AJ581750		Partial genome	dsDNA	vertebrates	1.0
AJ581753.1	2580.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Lymphocryptovirus		Pongine gammaherpesvirus 2	E	pongine gammaherpesvirus 2; herpesvirus pongo	PoGHV2	CP-81	AJ581753	NC_038860	Partial genome	dsDNA	vertebrates	1.0
AF005370.1	130608.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Alcelaphine gammaherpesvirus 1	E	alcelaphine gammaherpesvirus 1; wildebeest-associated malignant catarrhal fever virus	AlGHV1; MCFV	C500	AF005370	NC_002531	Complete coding genome	dsDNA	vertebrates	1.0
KF274499.1	137090.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Alcelaphine gammaherpesvirus 2	E	alcelaphine gammaherpesvirus 2; hartebeest-associated malignant catarrhal fever virus	AlGHV2	topi-AlHV-2	KF274499	NC_024382	Complete genome	dsDNA	vertebrates	1.0
KJ705001.1	144898.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Bovine gammaherpesvirus 6	E	bovine gammaherpesvirus 6; bovine lymphotropic herpesvirus	BoGHV6; BLV	Pennsylvania 47	KJ705001	NC_024303	Complete genome	dsDNA	vertebrates	1.0
AF283477.2	3623.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Caprine gammaherpesvirus 2	E	caprine gammaherpesvirus 2; caprine herpesvirus 2	CpGHV2; CpHV2		AF283477	NC_043059	Partial genome	dsDNA	vertebrates	1.0
DQ083950.1	174.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Hippotragine gammaherpesvirus 1	E	hippotragine gammaherpesvirus 1; roan antelope herpesvirus	HiGHV1		DQ083950	NC_043060	Partial genome	dsDNA	vertebrates	1.0
AY839756.1	135135.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Ovine gammaherpesvirus 2	E	ovine gammaherpesvirus 2; sheep-associated malignant catarrhal fever virus	OvGHV2	BJ1035	AY839756	NC_007646	Complete genome	dsDNA	vertebrates	1.0
AF478169.1	73200.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Suid gammaherpesvirus 3	E	suid gammaherpesvirus 3; porcine lymphotropic herpesvirus 1	SuGHV3; PLVH1	56	AF478169	NC_038264	Partial genome	dsDNA	vertebrates	1.0
AY170317.1	59673.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Suid gammaherpesvirus 4	E	suid gammaherpesvirus 4; porcine lymphotropic herpesvirus 2	SuGHV4; PLHV2	568	AY170317	NC_038265	Partial genome	dsDNA	vertebrates	1.0
AY170316.1	60326.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Macavirus		Suid gammaherpesvirus 5	E	suid gammaherpesvirus 5; porcine lymphotropic herpesvirus 3	SuGHV5; PLHV3	489	AY170316	NC_055234	Partial genome	dsDNA	vertebrates	1.0
MG452722.1	116729.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Manticavirus		Phascolarctid gammaherpesvirus 1	E	phascolarctid gammaherpesvirus 1	PcGHV1	36M/11	MG452722	NC_055555	Complete genome	dsDNA	vertebrates	1.0
MG452721.1	109717.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Manticavirus		Vombatid gammaherpesvirus 1	E	vombatid gammaherpesvirus 1	VoGHV1	V3187/11	MG452721	NC_055554	Complete genome	dsDNA	vertebrates	1.0
MF385016.1	166748.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Patagivirus		Vespertilionid gammaherpesvirus 3	E	vespertilionid gammaherpesvirus 3; Eptesicus fuscus gammaherpesvirus	VeGHV3; EfHV		MF385016	NC_040615	Complete genome	dsDNA	vertebrates	1.0
KM924295.1	182380.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Percavirus		Equid gammaherpesvirus 5	E	equid gammaherpesvirus 5; equine herpesvirus 5	EqGHV5; EHV5	2-141/67	KM924295	NC_026421	Complete genome	dsDNA	vertebrates	1.0
KT595939.1	122522.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Percavirus		Felid gammaherpesvirus 1	E	felid gammaherpesvirus 1; Felis catus gammaherpesvirus 1	FeGHV1; FcaGHV1	31286	KT595939	NC_028099	Complete genome	dsDNA	vertebrates	1.0
AF376034.1	6165.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Percavirus		Mustelid gammaherpesvirus 1	E	mustelid gammaherpesvirus 1; badger herpesvirus	MusGHV1; BadHV		AF376034	NC_038266	Partial genome	dsDNA	vertebrates	1.0
KP136799.1	117276.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Percavirus		Phocid gammaherpesvirus 3	E	phocid gammaherpesvirus 3; harp seal herpesvirus	PhGHV3; HaSHV	FMV04-1493874	KP136799	NC_055139	Partial genome	dsDNA	vertebrates	1.0
KU220026.1	129563.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Percavirus		Vespertilionid gammaherpesvirus 1	E	vespertilionid gammaherpesvirus 1; bat gammaherpesvirus 8	VeGHV1	My-HV8/Myotis velifer incautus/USA/FCGHV/2011	KU220026	NC_029255	Complete coding genome	dsDNA	vertebrates	1.0
AF083424.1	108409.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Ateline gammaherpesvirus 3	E	ateline gammaherpesvirus 3; herpesvirus ateles	AtGHV3; HVA	73	AF083424	NC_001987	Complete coding genome	dsDNA	vertebrates	1.0
AF318573.1	108873.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Bovine gammaherpesvirus 4	E	bovine gammaherpesvirus 4; bovine herpesvirus 4	BoGHV4; BHV4	66-p-347	AF318573	NC_002665	Complete coding genome	dsDNA	vertebrates	1.0
HQ221963.1	124335.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Cricetid gammaherpesvirus 2	E	cricetid gammaherpesvirus 2; rodent herpesvirus Peru	CrGHV2; RHVP	Peru	HQ221963	NC_015049	Complete coding genome	dsDNA	vertebrates	1.0
AF148805.2	137969.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Human gammaherpesvirus 8	E	human gammaherpesvirus 8; Kaposi's sarcoma-associated herpesvirus	HuGHV8; KSHV	GK18	AF148805	NC_009333	Complete genome	dsDNA	vertebrates	1.0
AF083501.3	133719.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Macacine gammaherpesvirus 5	E	macacine gammaherpesvirus 5; rhesus rhadinovirus	McGHV5; RRV	17577	AF083501	NC_003401	Complete genome	dsDNA	vertebrates	1.0
KF703446.1	127320.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Macacine gammaherpesvirus 8	E	macacine gammaherpesvirus 8; retroperitoneal fibromatosis-associated herpesvirus Macaca nemestrina	McGHV8; RFHV	RFHVMnM78114	KF703446	NC_055135	Complete coding genome	dsDNA	vertebrates	1.0
AY528864.1	131217.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Macacine gammaherpesvirus 11	E	macacine gammaherpesvirus 11; Japanese macaque rhadinovirus	McGHV11; JMRV	17792	AY528864	NC_007016	Complete genome	dsDNA	vertebrates	1.0
KP265674.2	129492.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Macacine gammaherpesvirus 12	E	macacine gammaherpesvirus 12; pig-tailed macaque rhadinovirus 2	McGHV12; MneRV2	J97167	KP265674	NC_055141	Complete coding genome	dsDNA	vertebrates	1.0
GQ169129.1	120108.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae	Rhadinovirus		Murid gammaherpesvirus 7	E	murid gammaherpesvirus 7; wood mouse herpesvirus	MuGHV7; WMHV	WM8	GQ169129	NC_055233	Complete genome	dsDNA	vertebrates	1.0
EU165547.1	913.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae			Equid gammaherpesvirus 7	E	equid gammaherpesvirus 7; asinine herpesvirus 2	EGHV7; ASHV2	T-07	EU165547	NC_043061	Partial genome	dsDNA	vertebrates	1.0
GQ429152.1	1308.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae	Gammaherpesvirinae			Phocid gammaherpesvirus 2	E	phocid gammaherpesvirus 2; phocid herpesvirus 2	PhoGHV2; PhHV2		GQ429152	NC_043062	Partial genome	dsDNA	vertebrates	1.0
AY236869.1	780.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Herpesviridae				Iguanid herpesvirus 2	E	iguanid herpesvirus 2; iguana herpesvirus	IgHV2		AY236869	NC_043063	Partial genome	dsDNA	vertebrates	1.0
JX453331.1	211518.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Malacoherpesviridae		Aurivirus		Haliotid herpesvirus 1	E	abalone herpesvirus; haliotid herpesvirus 1	AbHV1; HaHV1	Victoria/AUS/2009	JX453331	NC_018874	Complete genome	dsDNA	vertebrates	1.0
AY509253.2	207439.0	Duplodnaviria		Heunggongvirae		Peploviricota		Herviviricetes		Herpesvirales		Malacoherpesviridae		Ostreavirus		Ostreid herpesvirus 1	E	oyster herpesvirus; ostreid herpesvirus 1	OHV; OsHV1		AY509253	NC_005881	Complete genome	dsDNA	vertebrates	1.0
MZ130489.1	95815.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Coarsevirinae	Junduvirus		Junduvirus communis	E	uncultured phage cr2_1			MZ130489	NC_062779	Complete genome	dsDNA	bacteria	1.0
MZ130487.1	94533.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Coarsevirinae	Junduvirus		Junduvirus copri	E	uncultured phage cr25_1			MZ130487	NC_062777	Complete genome	dsDNA	bacteria	1.0
MT774393.1	83412.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Doltivirinae	Kahucivirus		Kahucivirus intestinalis	E	uncultured phage cr127_1			MT774393	NC_055886	Complete genome	dsDNA	bacteria	1.0
MZ130490.1	92132.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Crevaviridae	Doltivirinae	Kingevirus		Kingevirus communis	E	uncultured phage cr13_1			MZ130490	NC_062780	Complete genome	dsDNA	bacteria	1.0
MZ130479.1	96466.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus gastrointestinalis	E	uncultured phage cr36_1			MZ130479	NC_062769	Complete genome	dsDNA	bacteria	1.0
MZ130484.1	97536.0	Duplodnaviria		Heunggongvirae		Uroviricota		Caudoviricetes		Crassvirales		Intestiviridae	Churivirinae	Jahgtovirus		Jahgtovirus intestinalis	E	uncultured phage cr54_1			MZ130484	NC_062774	Complete genome	dsDNA	bacteria	1.0
