qseqid_ID,sseqid_ID,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,length,Class,Exemplar or additional isolate,Family,Genome composition,Genome coverage,Genus,Host source,Kingdom,Order,Phylum,Realm,Species,Subclass,Subfamily,Subgenus,Subkingdom,Suborder,Subphylum,Subrealm,Virus GENBANK accession,Virus REFSEQ accession,Virus isolate designation,Virus name abbreviation(s),Virus name(s),bitscore,definition,evalue,gapopen,genome_ncbi_acc,mismatch,pident,protein_length,qend,qseqid,qstart,send,sseqid,sstart,virus
BC2_S2_NODE_1_length_59166_cov_57,QDK01534.1,160.02,54198.0,69021.0,420.0,Caudoviricetes,E,,dsDNA,Complete genome,Pipefishvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Pipefishvirus obutu,,Bclasvirinae,,,,,,MN096359,NC_055812,,,Mycobacterium phage Obutu,237.0,terminase,2.8399999999999997e-69,11,MN096359.1,243,38.1,586.0,427,BC2_S2_NODE_1_length_59166_cov_57.999746_10,18,463,QDK01534.1,51,Mycobacterium phage Obutu
BC2_S2_NODE_1_length_59166_cov_57,QDH93512.1,71.04,54198.0,61248.0,240.0,Caudoviricetes,E,,dsDNA,Complete genome,Zitchvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Zitchvirus verity,,,,,,,,MK937611,NC_053249,,,Gordonia phage Verity,75.1,head-to-tail adaptor,6.11e-15,10,MK937611.1,143,29.6,278.0,242,BC2_S2_NODE_1_length_59166_cov_57.999746_48,23,269,QDH93512.1,36,Gordonia phage Verity
BC2_S2_NODE_1_length_59166_cov_57,QDH93180.1,70.99,54198.0,61219.0,229.0,Caudoviricetes,E,,dsDNA,Complete genome,Zitchvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Zitchvirus zipp,,,,,,,,MK937607,NC_053248,,,Gordonia phage Zipp,77.4,head-to-tail adaptor,7.43e-16,10,MK937607.1,132,31.0,263.0,242,BC2_S2_NODE_1_length_59166_cov_57.999746_48,34,254,QDH93180.1,32,Gordonia phage Zipp
BC2_S2_NODE_1_length_59166_cov_57,QDH91725.1,61.957,54198.0,136361.0,167.0,Caudoviricetes,E,,dsDNA,Complete genome,Phrappuccinovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Phreappuccinovirus Phrappuccino,,,,,,,,MK937592,NC_054727,,,Mycobacterium phage Phrappuccino,99.0,RNA ligase,1.05e-22,4,MK937592.1,97,37.1,197.0,171,BC2_S2_NODE_1_length_59166_cov_57.999746_61,7,197,QDH91725.1,37,Mycobacterium phage Phrappuccino
BC2_S2_NODE_1_length_59166_cov_57,QDH85214.1,41.99,54198.0,58718.0,95.0,Caudoviricetes,E,,dsDNA,Complete genome,Wizardvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Wizardvirus nubi,,,,,,,,MN010760,NC_055810,,,Gordonia phage Nubi,58.2,hypothetical protein SEA_NUBI_81,6.99e-11,5,MN010760.1,37,44.2,143.0,82,BC2_S2_NODE_1_length_59166_cov_57.999746_62,1,94,QDH85214.1,3,Gordonia phage Nubi
BC2_S2_NODE_1_length_59166_cov_57,QDH85085.1,183.17499999999998,54198.0,43143.0,431.0,Caudoviricetes,E,,dsDNA,Complete genome,Dardanusvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Dardanusvirus dardanus,,Ruthgordonvirinae,,,,,,MN010758,NC_054435,,,Gordonia phage Dardanus,301.0,DNA helicase,9.91e-98,9,MN010758.1,225,42.5,438.0,420,BC2_S2_NODE_1_length_59166_cov_57.999746_22,4,432,QDH85085.1,11,Gordonia phage Dardanus
BC2_S2_NODE_1_length_59166_cov_57,QDF18599.1,45.965999999999994,54198.0,150830.0,94.0,Caudoviricetes,E,,dsDNA,Complete genome,Puppervirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Puppervirus Pupper,,,,,,,,MK977695,NC_054723,,,Gordonia phage Pupper,72.4,tail sheath protein,9.38e-13,2,MK977695.1,45,48.9,583.0,309,BC2_S2_NODE_1_length_59166_cov_57.999746_50,218,150,QDF18599.1,58,Gordonia phage Pupper
BC2_S2_NODE_1_length_59166_cov_57,QDF18539.1,40.97,54198.0,150830.0,85.0,Caudoviricetes,E,,dsDNA,Complete genome,Puppervirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Puppervirus Pupper,,,,,,,,MK977695,NC_054723,,,Gordonia phage Pupper,94.4,WhiB family transcription factor,7.23e-26,1,MK977695.1,40,48.2,93.0,90,BC2_S2_NODE_1_length_59166_cov_57.999746_83,6,88,QDF18539.1,8,Gordonia phage Pupper
BC2_S2_NODE_1_length_59166_cov_57,QDB74948.1,39.045,54198.0,59448.0,95.0,Caudoviricetes,E,,dsDNA,Complete genome,Wizardvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Wizardvirus valary,,,,,,,,MK864267,NC_055799,,,Gordonia phage Valary,55.8,hypothetical protein SEA_VALARY_80,5.25e-10,4,MK864267.1,40,41.1,142.0,82,BC2_S2_NODE_1_length_59166_cov_57.999746_62,1,94,QDB74948.1,3,Gordonia phage Valary
BC2_S2_NODE_1_length_59166_cov_57,QBZ72697.1,78.0,54198.0,122563.0,208.0,Caudoviricetes,E,,dsDNA,Complete genome,Godonkavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Godonkavirus godonK,,,,,,,,MK620899,NC_048176,,,Gordonia phage GodonK,145.0,major tail protein,1.03e-42,4,MK620899.1,121,37.5,217.0,209,BC2_S2_NODE_1_length_59166_cov_57.999746_49,5,205,QBZ72697.1,4,Gordonia phage GodonK
BC2_S2_NODE_1_length_59166_cov_57,QBZ72695.1,148.02900000000002,54198.0,122563.0,399.0,Caudoviricetes,E,,dsDNA,Complete genome,Godonkavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Godonkavirus godonK,,,,,,,,MK620899,NC_048176,,,Gordonia phage GodonK,217.0,major capsid hexamer protein,3.47e-62,8,MK620899.1,225,37.1,569.0,554,BC2_S2_NODE_1_length_59166_cov_57.999746_51,160,569,QBZ72695.1,193,Gordonia phage GodonK
BC2_S2_NODE_1_length_59166_cov_57,QBP33316.1,69.052,54198.0,91510.0,122.0,Caudoviricetes,E,,dsDNA,Complete genome,Oneupvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Oneupvirus brutongaster,,,,,,,,MK524501,NC_048169,,,Gordonia phage BrutonGaster,145.0,ssDNA binding protein,1.11e-43,0,MK524501.1,53,56.6,170.0,122,BC2_S2_NODE_1_length_59166_cov_57.999746_34,1,122,QBP33316.1,1,Gordonia phage BrutonGaster
BC2_S2_NODE_1_length_59166_cov_57,QBP29683.1,43.01,54198.0,75687.0,115.0,Caudoviricetes,E,,dsDNA,Complete genome,Typhavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Typhavirus typha,,,,,,,,MK494099,NC_054393,,,Mycobacterium phage Typha,60.1,hypothetical protein SEA_TYPHA_26,7.59e-09,2,MK494099.1,68,37.4,479.0,330,BC2_S2_NODE_1_length_59166_cov_57.999746_50,220,223,QBP29683.1,109,Mycobacterium phage Typha
BC2_S2_NODE_1_length_59166_cov_57,QBP29664.1,92.988,54198.0,75687.0,164.0,Caudoviricetes,E,,dsDNA,Complete genome,Typhavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Typhavirus typha,,,,,,,,MK494099,NC_054393,,,Mycobacterium phage Typha,179.0,GTP cyclohydrolase I,3.7e-56,1,MK494099.1,70,56.7,210.0,169,BC2_S2_NODE_1_length_59166_cov_57.999746_12,7,190,QBP29664.1,27,Mycobacterium phage Typha
BC2_S2_NODE_1_length_59166_cov_57,QBP29663.1,114.114,54198.0,75687.0,231.0,Caudoviricetes,E,,dsDNA,Complete genome,Typhavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Typhavirus typha,,,,,,,,MK494099,NC_054393,,,Mycobacterium phage Typha,231.0,QueE-like queosine biosynthesis protein,6.11e-76,2,MK494099.1,114,49.4,239.0,231,BC2_S2_NODE_1_length_59166_cov_57.999746_13,4,238,QBP29663.1,8,Mycobacterium phage Typha
BC2_S2_NODE_1_length_59166_cov_57,QAY16769.1,64.89999999999999,54198.0,55829.0,236.0,Caudoviricetes,E,,dsDNA,Complete genome,Dexdertvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Dexdertvirus tiamoceli,,,,,,,,MK433264,NC_053211,,,Gordonia phage Tiamoceli,70.9,head-to-tail adaptor,1.72e-13,10,MK433264.1,142,27.5,265.0,235,BC2_S2_NODE_1_length_59166_cov_57.999746_48,23,250,QAY16769.1,21,Gordonia phage Tiamoceli
BC2_S2_NODE_1_length_59166_cov_57,QAY16203.1,98.01,54198.0,61073.0,162.0,Caudoviricetes,E,,dsDNA,Complete genome,Sonalivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Sonalivirus sonali,,,,,,,,MK411746,NC_048152,,,Arthrobacter phage Sonali,195.0,GTP cyclohydrolase I,1.66e-62,1,MK411746.1,63,60.5,222.0,171,BC2_S2_NODE_1_length_59166_cov_57.999746_12,11,203,QAY16203.1,42,Arthrobacter phage Sonali
BC2_S2_NODE_1_length_59166_cov_57,QAY16202.1,122.89200000000001,54198.0,61073.0,231.0,Caudoviricetes,E,,dsDNA,Complete genome,Sonalivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Sonalivirus sonali,,,,,,,,MK411746,NC_048152,,,Arthrobacter phage Sonali,249.0,QueE-like queosine biosynthesis protein,6.75e-83,1,MK411746.1,107,53.2,251.0,231,BC2_S2_NODE_1_length_59166_cov_57.999746_13,2,250,QAY16202.1,20,Arthrobacter phage Sonali
BC2_S2_NODE_1_length_59166_cov_57,QAY16201.1,64.0,54198.0,61073.0,125.0,Caudoviricetes,E,,dsDNA,Complete genome,Sonalivirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Sonalivirus sonali,,,,,,,,MK411746,NC_048152,,,Arthrobacter phage Sonali,132.0,QueD-like queosine biosynthesis protein,1.08e-39,1,MK411746.1,59,51.2,133.0,127,BC2_S2_NODE_1_length_59166_cov_57.999746_14,5,127,QAY16201.1,3,Arthrobacter phage Sonali
BC2_S2_NODE_1_length_59166_cov_57,AYR03006.1,76.05900000000001,54198.0,57973.0,243.0,Caudoviricetes,E,,dsDNA,Complete genome,Kroosvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Kroosvirus kroos,,,,,,,,MH976513,NC_053234,,,Gordonia phage Kroos,70.5,head-to-tail adaptor,2.1e-13,11,MH976513.1,128,31.3,255.0,232,BC2_S2_NODE_1_length_59166_cov_57.999746_48,14,236,AYR03006.1,9,Gordonia phage Kroos
BC2_S2_NODE_1_length_59166_cov_57,AYR02834.1,76.05900000000001,54198.0,57472.0,243.0,Caudoviricetes,E,,dsDNA,Complete genome,Kroosvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Kroosvirus gaea,,,,,,,,MH976511,NC_053238,,,Gordonia phage Gaea,70.5,head-to-tail adaptor,2.1e-13,11,MH976511.1,128,31.3,255.0,232,BC2_S2_NODE_1_length_59166_cov_57.999746_48,14,236,AYR02834.1,9,Gordonia phage Gaea
BC2_S2_NODE_1_length_59166_cov_57,AYR02746.1,65.016,54198.0,59136.0,216.0,Caudoviricetes,E,,dsDNA,Complete genome,Vividuovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Vividuovirus fosterous,,,,,,,,MH976510,NC_055775,,,Gordonia phage Fosterous,67.8,head-to-tail adaptor,1.92e-12,9,MH976510.1,117,30.1,255.0,230,BC2_S2_NODE_1_length_59166_cov_57.999746_48,34,232,AYR02746.1,32,Gordonia phage Fosterous
BC2_S2_NODE_1_length_59166_cov_57,AYR02663.1,76.05900000000001,54198.0,57312.0,243.0,Caudoviricetes,E,,dsDNA,Complete genome,Kroosvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Kroosvirus bizzy,,,,,,,,MH976509,NC_053239,,,Gordonia phage Bizzy,70.5,head-to-tail adaptor,2.1e-13,11,MH976509.1,128,31.3,255.0,232,BC2_S2_NODE_1_length_59166_cov_57.999746_48,14,236,AYR02663.1,9,Gordonia phage Bizzy
BC2_S2_NODE_1_length_59166_cov_57,AYR00267.1,33.04,54198.0,60311.0,80.0,Caudoviricetes,E,,dsDNA,Complete genome,Anayavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Anayavirus prithvi,,Weiservirinae,,,,,,MK016503,NC_051626,,,Mycobacterium phage Prithvi,50.8,hypothetical protein PBI_PRITHVI_4,1.07e-08,2,MK016503.1,20,41.3,75.0,80,BC2_S2_NODE_1_length_59166_cov_57.999746_62,1,53,AYR00267.1,1,Mycobacterium phage Prithvi
BC2_S2_NODE_1_length_59166_cov_57,AYP69998.1,103.994,54198.0,72217.0,319.0,Caudoviricetes,E,,dsDNA,Complete genome,Quesadillavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Quesadillavirus CRB2,,Bclasvirinae,,,,,,MK059749,NC_051585,,,Mycobacterium phage CRB2,121.0,capsid morphogenesis protein,1.82e-27,9,MK059749.1,176,32.6,821.0,624,BC2_S2_NODE_1_length_59166_cov_57.999746_61,315,786,AYP69998.1,498,Mycobacterium phage CRB2
BC2_S2_NODE_1_length_59166_cov_57,AYP69997.1,156.101,54198.0,72217.0,617.0,Caudoviricetes,E,,dsDNA,Complete genome,Quesadillavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Quesadillavirus CRB2,,Bclasvirinae,,,,,,MK059749,NC_051585,,,Mycobacterium phage CRB2,149.0,portal protein,2.23e-36,16,MK059749.1,384,25.3,625.0,613,BC2_S2_NODE_1_length_59166_cov_57.999746_63,36,622,AYP69997.1,44,Mycobacterium phage CRB2
BC2_S2_NODE_1_length_59166_cov_57,AYP69994.1,151.931,54198.0,72217.0,403.0,Caudoviricetes,E,,dsDNA,Complete genome,Quesadillavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Quesadillavirus CRB2,,Bclasvirinae,,,,,,MK059749,NC_051585,,,Mycobacterium phage CRB2,221.0,terminase large subunit,2.11e-63,12,MK059749.1,229,37.7,584.0,406,BC2_S2_NODE_1_length_59166_cov_57.999746_10,18,440,AYP69994.1,46,Mycobacterium phage CRB2
BC2_S2_NODE_1_length_59166_cov_57,AYP69992.1,95.03,54198.0,72217.0,170.0,Caudoviricetes,E,,dsDNA,Complete genome,Quesadillavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Quesadillavirus CRB2,,Bclasvirinae,,,,,,MK059749,NC_051585,,,Mycobacterium phage CRB2,188.0,GTP cyclohydrolase,3.04e-60,1,MK059749.1,74,55.9,188.0,169,BC2_S2_NODE_1_length_59166_cov_57.999746_12,1,170,AYP69992.1,1,Mycobacterium phage CRB2
BC2_S2_NODE_1_length_59166_cov_57,AYP69991.1,118.04,54198.0,72217.0,227.0,Caudoviricetes,E,,dsDNA,Complete genome,Quesadillavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Quesadillavirus CRB2,,Bclasvirinae,,,,,,MK059749,NC_051585,,,Mycobacterium phage CRB2,236.0,QueE-like queosine biosynthesis,2.06e-77,2,MK059749.1,107,52.0,253.0,231,BC2_S2_NODE_1_length_59166_cov_57.999746_13,7,252,AYP69991.1,26,Mycobacterium phage CRB2
BC2_S2_NODE_1_length_59166_cov_57,AYN56871.1,74.018,54198.0,38802.0,119.0,Caudoviricetes,E,,dsDNA,Complete genome,Andrewvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Andrewvirus andrew,,,,,,,,MH834595,NC_048098,,,Arthrobacter phage Andrew,146.0,ssDNA-binding protein,3.89e-44,0,MH834595.1,45,62.2,170.0,119,BC2_S2_NODE_1_length_59166_cov_57.999746_34,1,119,AYN56871.1,1,Arthrobacter phage Andrew
BC2_S2_NODE_1_length_59166_cov_57,AYD83929.1,42.0,54198.0,56214.0,75.0,Caudoviricetes,E,,dsDNA,Complete genome,Getalongvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Getalongvirus getalong,,Langleyhallvirinae,,,,,,MH779504,NC_048083,,,Gordonia phage Getalong,94.7,WhiB family transcription factor,9.73e-25,1,MH779504.1,32,56.0,207.0,88,BC2_S2_NODE_1_length_59166_cov_57.999746_83,15,125,AYD83929.1,51,Gordonia phage Getalong
BC2_S2_NODE_1_length_59166_cov_57,AYD82007.1,106.92799999999998,54198.0,69448.0,326.0,Caudoviricetes,E,,dsDNA,Complete genome,Saguarovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Saguarovirus saguaro,,Bclasvirinae,,,,,,MH744423,NC_051583,,,Mycobacterium phage Saguaro,119.0,capsid maturation protease and MuF-like fusion protein,9.970000000000001e-27,8,MH744423.1,177,32.8,823.0,628,BC2_S2_NODE_1_length_59166_cov_57.999746_61,315,797,AYD82007.1,502,Mycobacterium phage Saguaro
BC2_S2_NODE_1_length_59166_cov_57,AYD82006.1,122.925,54198.0,69448.0,447.0,Caudoviricetes,E,,dsDNA,Complete genome,Saguarovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Saguarovirus saguaro,,Bclasvirinae,,,,,,MH744423,NC_051583,,,Mycobacterium phage Saguaro,147.0,portal protein,7.59e-36,10,MH744423.1,273,27.5,632.0,416,BC2_S2_NODE_1_length_59166_cov_57.999746_63,6,441,AYD82006.1,10,Mycobacterium phage Saguaro
BC2_S2_NODE_1_length_59166_cov_57,AYD82003.1,146.94000000000003,54198.0,69448.0,395.0,Caudoviricetes,E,,dsDNA,Complete genome,Saguarovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Saguarovirus saguaro,,Bclasvirinae,,,,,,MH744423,NC_051583,,,Mycobacterium phage Saguaro,215.0,terminase large subunit,3.47e-61,10,MH744423.1,229,37.2,576.0,406,BC2_S2_NODE_1_length_59166_cov_57.999746_10,23,433,AYD82003.1,47,Mycobacterium phage Saguaro
BC2_S2_NODE_1_length_59166_cov_57,AYD82001.1,94.92,54198.0,69448.0,168.0,Caudoviricetes,E,,dsDNA,Complete genome,Saguarovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Saguarovirus saguaro,,Bclasvirinae,,,,,,MH744423,NC_051583,,,Mycobacterium phage Saguaro,190.0,GTP cyclohydrolase I,5.1399999999999996e-61,1,MH744423.1,72,56.5,187.0,169,BC2_S2_NODE_1_length_59166_cov_57.999746_12,3,169,AYD82001.1,2,Mycobacterium phage Saguaro
BC2_S2_NODE_1_length_59166_cov_57,AYD82000.1,115.91999999999999,54198.0,69448.0,230.0,Caudoviricetes,E,,dsDNA,Complete genome,Saguarovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Saguarovirus saguaro,,Bclasvirinae,,,,,,MH744423,NC_051583,,,Mycobacterium phage Saguaro,230.0,QueE-like queosine biosynthesis protein,3.19e-75,3,MH744423.1,111,50.4,247.0,231,BC2_S2_NODE_1_length_59166_cov_57.999746_13,4,246,AYD82000.1,18,Mycobacterium phage Saguaro
BC2_S2_NODE_1_length_59166_cov_57,AYD81591.1,74.97,54198.0,71020.0,126.0,Caudoviricetes,E,,dsDNA,Complete genome,Klausavirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Klausavirus kburrousTX,,,,,,,,MH744419,NC_049442,,,Arthrobacter phage KBurrousTX,150.0,ssDNA binding protein,1.1399999999999999e-45,0,MH744419.1,51,59.5,180.0,126,BC2_S2_NODE_1_length_59166_cov_57.999746_34,1,126,AYD81591.1,1,Arthrobacter phage KBurrousTX
BC2_S2_NODE_1_length_59166_cov_57,AYB70131.1,118.77299999999998,54198.0,61703.0,477.0,Caudoviricetes,E,,dsDNA,Complete genome,Gillianvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Gillianvirus oneinagillian,,,,,,,,MH727556,NC_048068,,,Microbacterium phage OneinaGillian,115.0,portal protein,1.74e-25,11,MH727556.1,300,24.9,599.0,449,BC2_S2_NODE_1_length_59166_cov_57.999746_63,4,452,AYB70131.1,3,Microbacterium phage OneinaGillian
BC2_S2_NODE_1_length_59166_cov_57,AXQ65169.1,72.954,54198.0,43099.0,126.0,Caudoviricetes,E,,dsDNA,Complete genome,Schmidtvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Schmidtvirus schmidt,,Ruthgordonvirinae,,,,,,MH651189,NC_054436,,,Gordonia phage Schmidt,149.0,ssDNA-binding protein,1.8199999999999998e-45,0,MH651189.1,53,57.9,161.0,126,BC2_S2_NODE_1_length_59166_cov_57.999746_34,1,126,AXQ65169.1,1,Gordonia phage Schmidt
BC2_S2_NODE_1_length_59166_cov_57,AXQ65168.1,195.15599999999998,54198.0,43099.0,417.0,Caudoviricetes,E,,dsDNA,Complete genome,Schmidtvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Schmidtvirus schmidt,,Ruthgordonvirinae,,,,,,MH651189,NC_054436,,,Gordonia phage Schmidt,327.0,helicase,8.27e-108,6,MH651189.1,211,46.8,437.0,414,BC2_S2_NODE_1_length_59166_cov_57.999746_22,6,426,AXQ65168.1,13,Gordonia phage Schmidt
BC2_S2_NODE_1_length_59166_cov_57,AXQ62934.1,74.11500000000001,54198.0,57555.0,243.0,Caudoviricetes,E,,dsDNA,Complete genome,Kroosvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Kroosvirus ashertheman,,,,,,,,MH651168,NC_053237,,,Gordonia phage Ashertheman,68.2,head-to-tail adaptor,1.4e-12,11,MH651168.1,130,30.5,255.0,232,BC2_S2_NODE_1_length_59166_cov_57.999746_48,14,236,AXQ62934.1,9,Gordonia phage Ashertheman
BC2_S2_NODE_1_length_59166_cov_57,AXQ61017.1,139.077,54198.0,57754.0,303.0,Caudoviricetes,E,,dsDNA,Complete genome,Cheoctovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Cheoctovirus girr,,Gracegardnervirinae,,,,,,MH669003,NC_051663,,,Mycobacterium phage Girr,232.0,PAPS reductase-like domain protein,8.9e-74,9,MH669003.1,138,45.9,304.0,334,BC2_S2_NODE_1_length_59166_cov_57.999746_2,34,294,AXQ61017.1,16,Mycobacterium phage Girr
BC2_S2_NODE_1_length_59166_cov_57,AXQ60645.1,85.932,54198.0,58301.0,252.0,Caudoviricetes,E,,dsDNA,Complete genome,Leonardvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Leonardvirus ali17,,,,,,,,MH669000,NC_053245,,,Gordonia phage Ali17,115.0,tape measure protein,5.53e-25,5,MH669000.1,159,34.1,1629.0,489,BC2_S2_NODE_1_length_59166_cov_57.999746_41,243,545,AXQ60645.1,296,Gordonia phage Ali17
BC2_S2_NODE_1_length_59166_cov_57,AXQ60639.1,51.0,54198.0,58301.0,150.0,Caudoviricetes,E,,dsDNA,Complete genome,Leonardvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Leonardvirus ali17,,,,,,,,MH669000,NC_053245,,,Gordonia phage Ali17,73.2,head-to-tail adaptor,2.51e-14,6,MH669000.1,84,34.0,263.0,250,BC2_S2_NODE_1_length_59166_cov_57.999746_48,112,259,AXQ60639.1,114,Gordonia phage Ali17
BC2_S2_NODE_1_length_59166_cov_57,AXQ60632.1,71.07000000000001,54198.0,58301.0,206.0,Caudoviricetes,E,,dsDNA,Complete genome,Leonardvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Leonardvirus ali17,,,,,,,,MH669000,NC_053245,,,Gordonia phage Ali17,99.4,RNA ligase,1.78e-20,9,MH669000.1,111,34.5,920.0,202,BC2_S2_NODE_1_length_59166_cov_57.999746_61,7,607,AXQ60632.1,416,Gordonia phage Ali17
BC2_S2_NODE_1_length_59166_cov_57,AXQ51887.1,186.984,54198.0,46888.0,424.0,Caudoviricetes,E,,dsDNA,Complete genome,Catfishvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Catfishvirus catfish,,Ruthgordonvirinae,,,,,,MH697580,NC_054434,,,Gordonia phage Catfish,313.0,DnaB-like dsDNA helicase,2.49e-102,7,MH697580.1,221,44.1,442.0,419,BC2_S2_NODE_1_length_59166_cov_57.999746_22,6,433,AXQ51887.1,16,Gordonia phage Catfish
BC2_S2_NODE_1_length_59166_cov_57,AXN53293.1,66.91199999999999,54198.0,69471.0,204.0,Caudoviricetes,E,,dsDNA,Complete genome,Thonkovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Thonkovirus thonko,,Bclasvirinae,,,,,,MH632120,NC_051580,,,Mycobacterium phage Thonko,70.9,head-to-tail adaptor,1.37e-13,7,MH632120.1,125,32.8,246.0,230,BC2_S2_NODE_1_length_59166_cov_57.999746_48,35,236,AXN53293.1,37,Mycobacterium phage Thonko
BC2_S2_NODE_1_length_59166_cov_57,AXN53273.1,182.16,54198.0,69471.0,552.0,Caudoviricetes,E,,dsDNA,Complete genome,Thonkovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Thonkovirus thonko,,Bclasvirinae,,,,,,MH632120,NC_051580,,,Mycobacterium phage Thonko,228.0,terminase,8.57e-66,16,MH632120.1,298,33.0,589.0,552,BC2_S2_NODE_1_length_59166_cov_57.999746_10,18,552,AXN53273.1,56,Mycobacterium phage Thonko
BC2_S2_NODE_1_length_59166_cov_57,AXN53225.1,42.966,54198.0,58731.0,77.0,Caudoviricetes,E,,dsDNA,Complete genome,Cheoctovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Cheoctovirus harley,,Gracegardnervirinae,,,,,,MH632119,NC_051665,,,Mycobacterium phage Harley,95.5,hypothetical protein PBI_HARLEY_63,5.84e-25,1,MH632119.1,33,55.8,215.0,98,BC2_S2_NODE_1_length_59166_cov_57.999746_83,23,91,AXN53225.1,15,Mycobacterium phage Harley
BC2_S2_NODE_1_length_59166_cov_57,AXH70415.1,58.912000000000006,54198.0,90490.0,224.0,Caudoviricetes,E,,dsDNA,Complete genome,Daredevilvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Daredevilvirus daredevil,,,,,,,,MH590603,NC_048021,,,Gordonia phage DareDevil,86.7,tape measure protein,5.76e-16,0,MH590603.1,165,26.3,2936.0,480,BC2_S2_NODE_1_length_59166_cov_57.999746_41,257,1182,AXH70415.1,959,Gordonia phage Daredevil
BC2_S2_NODE_1_length_59166_cov_57,AXH69841.1,64.052,54198.0,53058.0,134.0,Caudoviricetes,E,,dsDNA,Complete genome,Cheoctovirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Cheoctovirus krakatau,,Gracegardnervirinae,,,,,,MH590598,NC_051675,,,Mycobacterium phage Krakatau,118.0,hypothetical protein SEA_KRAKATAU_66,2.12e-31,3,MH590598.1,64,47.8,157.0,334,BC2_S2_NODE_1_length_59166_cov_57.999746_2,202,147,AXH69841.1,19,Mycobacterium phage Krakatau
BC2_S2_NODE_1_length_59166_cov_57,AXH67914.1,32.0,54198.0,70183.0,80.0,Caudoviricetes,E,Vilmaviridae,dsDNA,Complete genome,Bromdenvirus,bacteria,Heunggongvirae,,Uroviricota,Duplodnaviria,Bromdenvirus bromden,,Lclasvirinae,,,,,,MH576973,NC_053510,,,Mycobacterium phage Bromden,56.2,hypothetical protein SEA_BROMDEN_112,1.17e-10,2,MH576973.1,33,40.0,88.0,80,BC2_S2_NODE_1_length_59166_cov_57.999746_62,1,68,AXH67914.1,4,Mycobacterium phage Bromden
