qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,sseqid_ID,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
BC2_S2_NODE_1_length_59166_cov_57.999746_48,QDH93512.1,29.6,240,143,10,23,242,36,269,6.11e-15,75.1,BC2_S2_NODE_1_length_59166_cov_57,54198,QDH93512.1,head-to-tail adaptor,Gordonia phage Verity,278.0,MK937611.1,61248.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Zitchvirus,,Zitchvirus verity,E,Gordonia phage Verity,,,MK937611,NC_053249,Complete genome,dsDNA,bacteria,71.04
BC2_S2_NODE_1_length_59166_cov_57.999746_48,QKY78474.1,29.3,239,139,10,23,239,21,251,7e-15,74.7,BC2_S2_NODE_1_length_59166_cov_57,54198,QKY78474.1,head-to-tail adaptor,Gordonia Phage Zitch,263.0,MT498036.1,58928.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Zitchvirus,,Zitchvirus zitch,E,Gordonia phage Zitch,,,MT498036,NC_053247,Complete genome,dsDNA,bacteria,70.027
BC2_S2_NODE_1_length_59166_cov_57.999746_50,ANA85407.1,44.7,85,41,3,225,308,193,272,5.19e-07,53.5,BC2_S2_NODE_1_length_59166_cov_57,54198,ANA85407.1,major tail protein,Gordonia phage Bowser,280.0,KU998235.1,46570.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Bowservirus,,Bowservirus bowser,E,Gordonia phage Bowser,,,KU998235,NC_030930,Complete genome,dsDNA,bacteria,37.995000000000005
BC2_S2_NODE_1_length_59166_cov_57.999746_51,QBZ72695.1,37.1,399,225,8,160,554,193,569,3.47e-62,217.0,BC2_S2_NODE_1_length_59166_cov_57,54198,QBZ72695.1,major capsid hexamer protein,Gordonia phage GodonK,569.0,MK620899.1,122563.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Godonkavirus,,Godonkavirus godonK,E,Gordonia phage GodonK,,,MK620899,NC_048176,Complete genome,dsDNA,bacteria,148.02900000000002
BC2_S2_NODE_1_length_59166_cov_57.999746_61,AWN04213.1,30.8,321,173,9,312,609,465,759,2.8399999999999998e-25,114.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AWN04213.1,capsid maturation protease and MuF-like fusion protein,Gordonia phage Sour,801.0,MH153810.1,61670.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Sourvirus,,Sourvirus sour,E,Gordonia phage Sour,,,MH153810,NC_042132,Complete genome,dsDNA,bacteria,98.868
BC2_S2_NODE_1_length_59166_cov_57.999746_61,AOT27299.1,35.4,243,130,6,330,570,526,743,4.9499999999999996e-24,110.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AOT27299.1,capsid maturation protease and MuF-like fusion protein,Mycobacterium phage Fortunato,835.0,KX589269.1,70679.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Coopervirus,,Coopervirus fortunato,E,Mycobacterium phage Fortunato,,,KX589269,NC_055714,Complete genome,dsDNA,bacteria,86.022
BC2_S2_NODE_1_length_59166_cov_57.999746_61,AKU45212.1,29.7,418,230,14,218,613,396,771,6.019999999999999e-23,107.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AKU45212.1,MuF-like minor capsid protein,Mycobacterium phage Godines,815.0,KR997932.1,67277.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Rosebushvirus,,Rosebushvirus godines,E,Mycobacterium phage Godines,,,KR997932,NC_042050,Complete genome,dsDNA,bacteria,124.14599999999999
BC2_S2_NODE_1_length_59166_cov_57.999746_61,AXH46593.1,36.4,176,88,6,5,169,412,574,1.58e-19,96.3,BC2_S2_NODE_1_length_59166_cov_57,54198,AXH46593.1,RNA ligase,Gordonia phage Rofo,871.0,MH479924.1,58767.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Vividuovirus,,Vividuovirus rofo,E,Gordonia phage Rofo,,,MH479924,NC_055753,Complete genome,dsDNA,bacteria,64.064
BC2_S2_NODE_1_length_59166_cov_57.999746_62,QDB74948.1,41.1,95,40,4,1,82,3,94,5.25e-10,55.8,BC2_S2_NODE_1_length_59166_cov_57,54198,QDB74948.1,hypothetical protein SEA_VALARY_80,Gordonia phage Valary,142.0,MK864267.1,59448.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Wizardvirus,,Wizardvirus valary,E,Gordonia phage Valary,,,MK864267,NC_055799,Complete genome,dsDNA,bacteria,39.045
BC2_S2_NODE_1_length_59166_cov_57.999746_62,AEJ95774.1,41.3,80,20,2,1,80,1,53,1.07e-08,50.8,BC2_S2_NODE_1_length_59166_cov_57,54198,AEJ95774.1,hypothetical protein ADEPHAGIA_4,Mycobacterium phage Adephagia,75.0,JF704105.1,59646.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Anayavirus,,Anayavirus adephagia,E,Mycobacterium phage Adephagia,,,JF704105,NC_051610,Complete genome,dsDNA,bacteria,33.04
BC2_S2_NODE_1_length_59166_cov_57.999746_62,AYR00267.1,41.3,80,20,2,1,80,1,53,1.07e-08,50.8,BC2_S2_NODE_1_length_59166_cov_57,54198,AYR00267.1,hypothetical protein PBI_PRITHVI_4,Mycobacterium phage Prithvi,75.0,MK016503.1,60311.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Anayavirus,,Anayavirus prithvi,E,Mycobacterium phage Prithvi,,,MK016503,NC_051626,Complete genome,dsDNA,bacteria,33.04
BC2_S2_NODE_1_length_59166_cov_57.999746_63,AKA61678.1,26.8,403,263,9,42,428,32,418,1.42e-29,127.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AKA61678.1,portal protein,Streptomyces phage YDN12,599.0,KP876465.1,56528.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Woodruffvirus,,Woodruffvirus YDN12,E,Streptomyces phage YDN12,,,KP876465,NC_028974,Complete genome,dsDNA,bacteria,108.004
BC2_S2_NODE_1_length_59166_cov_57.999746_63,AWN04643.1,24.5,477,299,12,13,457,12,459,3.9299999999999995e-23,107.0,BC2_S2_NODE_1_length_59166_cov_57,54198,AWN04643.1,portal protein,Microbacterium phage Squash,608.0,MH153813.1,62312.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Squashvirus,,Squashvirus squash,E,Microbacterium phage Squash,,,MH153813,NC_047975,Complete genome,dsDNA,bacteria,116.865
BC2_S2_NODE_1_length_59166_cov_57.999746_64,QFP94629.1,28.7,115,55,3,9,96,6,120,5.21e-07,47.4,BC2_S2_NODE_1_length_59166_cov_57,54198,QFP94629.1,hypothetical protein SEA_LILMCDREAMY_9,Mycobacterium phage LilMcDreamy,133.0,MN284893.1,71552.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Bclasvirinae,Lilmcdreamyvirus,,Lilmcdreamyvirus lilmcdreamy,E,Mycobacterium phage LilMcDreamy,,,MN284893,NC_051582,Complete genome,dsDNA,bacteria,33.004999999999995
BC2_S2_NODE_1_length_59166_cov_57.999746_83,AAN07986.1,55.8,77,33,1,23,98,15,91,5.84e-25,95.5,BC2_S2_NODE_1_length_59166_cov_57,54198,AAN07986.1,WhiB family transcription factor,Mycobacterium phage Che9d,215.0,AY129336.2,56275.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Gracegardnervirinae,Avanivirus,,Avanivirus Che9d,E,Mycobacterium phage Che9d,,,AY129336,NC_004686,Complete genome,dsDNA,bacteria,42.966
BC2_S2_NODE_1_length_59166_cov_57.999746_83,AEJ93801.1,59.4,69,27,1,23,90,10,78,2.88e-24,90.1,BC2_S2_NODE_1_length_59166_cov_57,54198,AEJ93801.1,WhiB family transcription factor,Mycobacterium phage JAWS,87.0,JN185608.1,59749.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Anayavirus,,Anayavirus JAWS,E,Mycobacterium phage JAWS,,,JN185608,NC_042332,Complete genome,dsDNA,bacteria,40.986
BC2_S2_NODE_1_length_59166_cov_57.999746_83,AWH13663.1,59.4,69,27,1,23,90,10,78,2.88e-24,90.1,BC2_S2_NODE_1_length_59166_cov_57,54198,AWH13663.1,WhiB family transcription factor,Mycobacterium phage AlishaPH,87.0,MH077577.1,57034.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Anayavirus,,Anayavirus alishaPH,E,Mycobacterium phage AlishaPH,,,MH077577,NC_051612,Complete genome,dsDNA,bacteria,40.986
BC2_S2_NODE_1_length_59166_cov_57.999746_83,AXC35795.1,59.4,69,27,1,23,90,10,78,2.88e-24,90.1,BC2_S2_NODE_1_length_59166_cov_57,54198,AXC35795.1,WhiB family transcription factor,Mycobacterium phage Beezoo,87.0,MH371113.1,60494.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Weiservirinae,Anayavirus,,Anayavirus beezoo,E,Mycobacterium phage Beezoo,,,MH371113,NC_051615,Complete genome,dsDNA,bacteria,40.986
BC2_S2_NODE_1_length_59166_cov_57.999746_90,AAN12845.1,23.5,264,178,8,190,446,22,268,7.41e-09,61.2,BC2_S2_NODE_1_length_59166_cov_57,54198,AAN12845.1,hypothetical protein PBI_OMEGA_203,Mycobacterium phage Omega,442.0,AY129338.1,110865.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus omega,E,Mycobacterium phage Omega,,,AY129338,NC_004688,Complete genome,dsDNA,bacteria,62.040000000000006
BC2_S2_NODE_1_length_59166_cov_57.999746_90,AEJ94133.1,23.5,264,178,8,190,446,22,268,7.41e-09,61.2,BC2_S2_NODE_1_length_59166_cov_57,54198,AEJ94133.1,FtsK-like DNA translocase,Mycobacterium phage Thibault,442.0,JN201525.1,106327.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Omegavirus,,Omegavirus thibault,E,Mycobacterium phage Thibault,,,JN201525,NC_023738,Complete genome,dsDNA,bacteria,62.040000000000006
BC2_S2_NODE_1_length_59166_cov_57.999746_90,AMB18773.1,29.0,162,99,6,292,446,417,569,4.67e-06,52.8,BC2_S2_NODE_1_length_59166_cov_57,54198,AMB18773.1,FtsK/SpoIIIE,Bacillus phage Eldridge,755.0,KU253712.1,165868.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Bastillevirinae,Eldridgevirus,,Eldridgevirus eldridge,E,Bacillus phage Eldridge,,,KU253712,NC_030920,Complete genome,dsDNA,bacteria,46.980000000000004
