qseqid_genome_ID,sseqid_genome_ID,sseqid_virus,distance,total_aln_length,avg_pid,avg_genome_length,qseqid_genome_length,sseqid_genome_length
AH4_S17_NODE_1536_length_2198_cov_6.891741,KF381361.1,Sinorhizobium phage phiM12,0.999,57,38.6,98433.5,2166.0,194701.0
AH4_S17_NODE_1575_length_2180_cov_19.574588,EU826466.1,Mycobacterium phage Myrna,0.999,71,46.5,83037.5,1473.0,164602.0
AH4_S17_NODE_1575_length_2180_cov_19.574588,KM236240.1,Citrobacter phage Moon,0.999,82,32.9,85907.0,1473.0,170341.0
AH4_S17_NODE_1639_length_2147_cov_3.281071,KU160669.1,Arthrobacter phage Tank,0.986,407,44.9,34787.5,1983.0,67592.0
AH4_S17_NODE_1639_length_2147_cov_3.281071,MW578837,Microbacterium phage NoodlelyBoi,0.992,128,56.3,27798.5,1983.0,53614.0
AH4_S17_NODE_1688_length_2124_cov_8.161431,MT457475,Arthronema virus TR020,0.986,464,23.1,23445.0,2085.0,44805.0
AH4_S17_NODE_1760_length_2095_cov_4.760294,KX925554.1,Streptomyces phage BRock,0.997,244,26.2,57281.5,2040.0,112523.0
AH4_S17_NODE_1760_length_2095_cov_4.760294,JN712910.1,Bacillus phage BCD7,0.997,166,30.1,47939.5,2040.0,93839.0
AH4_S17_NODE_1806_length_2068_cov_2.575261,KR011063.1,Tsukamurella phage TIN3,0.985,332,60.5,39154.5,2040.0,76269.0
AH4_S17_NODE_1806_length_2068_cov_2.575261,KP790008.1,Gordonia phage GordTnk2,0.995,166,35.5,39013.5,2040.0,75987.0
AH4_S17_NODE_1859_length_2051_cov_9.160321,MF347637.1,Streptomyces phage Paradiddles,0.998,147,29.3,67515.5,1545.0,133486.0
AH4_S17_NODE_1869_length_2049_cov_1.837011,NC_026608,Paracoccus phage vB_PmaS-R3,0.989,311,26.0,22114.5,2136.0,42093.0
AH4_S17_NODE_1869_length_2049_cov_1.837011,MH746814.1,Acinetobacter phage vB_AbaM_B09_Aci05,0.998,78,35.9,52462.5,2136.0,102789.0
AH4_S17_NODE_1883_length_2039_cov_5.823085,JN712910.1,Bacillus phage BCD7,0.994,208,48.1,47899.0,1959.0,93839.0
AH4_S17_NODE_1883_length_2039_cov_5.823085,KP790008.1,Gordonia phage GordTnk2,0.998,47,42.6,38973.0,1959.0,75987.0
AH4_S17_NODE_1942_length_2014_cov_5.413476,KU884563.1,Pseudomonas phage PaMx41,0.989,411,21.2,22754.5,2019.0,43490.0
AH4_S17_NODE_1942_length_2014_cov_5.413476,KC595513.2,Bacillus phage Shanette,0.999,66,30.3,70448.0,2019.0,138877.0
AH4_S17_NODE_194_length_5257_cov_11.799116,MF360957.1,Bacillus phage PBS1,0.997,400,27.3,128672.5,5148.0,252197.0
AH4_S17_NODE_194_length_5257_cov_11.799116,JQ245707.1,Cyanophage S-TIM5,0.998,188,34.6,83294.0,5148.0,161440.0
AH4_S17_NODE_194_length_5257_cov_11.799116,MT774389.1,crAssphage cr116_1,0.998,104,30.8,53115.0,5148.0,101082.0
AH4_S17_NODE_218_length_4960_cov_24.420999,OP917825,Shigella phage CT02,0.995,100,38.0,21842.5,4809.0,38876.0
AH4_S17_NODE_218_length_4960_cov_24.420999,JX569801.1,Campylobacter phage CP30A,0.997,274,26.3,69190.5,4809.0,133572.0
AH4_S17_NODE_2212_length_1907_cov_6.959503,MN585971.1,Gordonia phage Avazak,0.989,272,42.6,31069.0,1860.0,60278.0
AH4_S17_NODE_2212_length_1907_cov_6.959503,MF467948.1,Streptomyces phage DrGrey,0.991,180,46.7,28968.0,1860.0,56076.0
AH4_S17_NODE_2212_length_1907_cov_6.959503,MG757154.1,Streptomyces phage Bing,0.994,96,58.3,29100.5,1860.0,56341.0
AH4_S17_NODE_2212_length_1907_cov_6.959503,MK376957.1,Gordonia phage Duffington,0.997,54,59.3,31601.5,1860.0,61343.0
AH4_S17_NODE_2218_length_1905_cov_4.881081,KU686199.1,Synechococcus phage S-CAM3,0.999,104,32.7,100043.0,1896.0,198190.0
AH4_S17_NODE_224_length_4908_cov_6.578817,MN820898,Sphingomonas phage vB_StuS_MMDA13,0.993,168,45.8,34333.0,4923.0,63743.0
AH4_S17_NODE_224_length_4908_cov_6.578817,MH015250.1,Ruegeria phage vB_RpoP-V12,0.995,147,46.3,39799.0,4923.0,74675.0
AH4_S17_NODE_224_length_4908_cov_6.578817,KC117377.1,Halovirus HVTV-1,0.996,176,35.8,53621.0,4923.0,102319.0
AH4_S17_NODE_224_length_4908_cov_6.578817,MG189906.1,Stenotrophomonas phage vB_SmaS_DLP_5,0.998,110,36.4,50732.5,4923.0,96542.0
AH4_S17_NODE_224_length_4908_cov_6.578817,FN667788.1,Firehammervirus CP220,0.998,250,28.0,91228.5,4923.0,177534.0
AH4_S17_NODE_224_length_4908_cov_6.578817,KY979132.2,Acidovorax phage ACP17,0.998,115,36.5,80602.0,4923.0,156281.0
AH4_S17_NODE_224_length_4908_cov_6.578817,JF966203.1,Bacillus phage Bastille,0.998,159,25.8,79442.5,4923.0,153962.0
AH4_S17_NODE_224_length_4908_cov_6.578817,MG030347.1,Proteus phage PM135,0.999,80,31.3,54626.0,4923.0,104329.0
AH4_S17_NODE_2305_length_1876_cov_4.085667,MK305890.1,Streptomyces phage WheeHeim,0.974,233,37.8,10055.5,1845.0,18266.0
AH4_S17_NODE_2335_length_1869_cov_11.699008,ON970578,Gordonia phage Aleemily,0.998,69,37.7,44033.0,1848.0,86218.0
AH4_S17_NODE_2335_length_1869_cov_11.699008,DQ491002.1,Paramecium bursaria Chlorella virus NY2A,0.999,201,25.4,185265.5,1848.0,368683.0
AH4_S17_NODE_2337_length_1869_cov_3.494487,KP861230.1,Acinetobacter phage YMC11/11/R3177,0.993,118,50.0,24734.0,1893.0,47575.0
AH4_S17_NODE_2337_length_1869_cov_3.494487,JN662425.1,Burkholderia phage DC1,0.993,228,33.3,31870.0,1893.0,61847.0
AH4_S17_NODE_2337_length_1869_cov_3.494487,MT251347.1,Klebsiella phage LASTA,0.996,113,38.1,32156.5,1893.0,62420.0
AH4_S17_NODE_2363_length_1861_cov_3.295681,MN284896.1,Gordonia phage OhMyWard,0.997,72,47.2,31015.5,1053.0,60978.0
AH4_S17_NODE_2363_length_1861_cov_3.295681,GU580941.1,Rhodococcus phage ReqiPepy6,0.998,37,54.1,38925.0,1053.0,76797.0
AH4_S17_NODE_23_length_11433_cov_4.992881,MK305890.1,Streptomyces phage WheeHeim,0.931,579,56.35,14342.5,10419.0,18266.0
AH4_S17_NODE_23_length_11433_cov_4.992881,MK620900.1,Streptomyces phage Forthebois,0.942,589,46.167,14335.0,10419.0,18251.0
AH4_S17_NODE_23_length_11433_cov_4.992881,KY817360.1,Rhodococcus phage Toil,0.945,829,32.6,13836.0,10419.0,17253.0
AH4_S17_NODE_2471_length_1834_cov_2.442383,KU998253.1,Gordonia phage Orchid,0.992,321,35.5,41147.0,1644.0,80650.0
AH4_S17_NODE_2486_length_1830_cov_1.569577,JN939331.1,Brucella phage Tb,0.982,205,61.5,21474.0,1800.0,41148.0
AH4_S17_NODE_2486_length_1830_cov_1.569577,KY629563.1,Sphingobium phage Lacusarx,0.996,243,36.6,65969.0,1800.0,130138.0
AH4_S17_NODE_2486_length_1830_cov_1.569577,MN585993.1,Mycobacterium phage Indlulamithi,0.999,41,39.0,36669.0,1800.0,71538.0
AH4_S17_NODE_250_length_4757_cov_7.492769,OR863078,Agnivirus brisbanense,0.993,490,28.4,56289.0,4323.0,108255.0
AH4_S17_NODE_2606_length_1799_cov_4.160550,KX237516.1,Klebsiella phage vB_KpnM_KpV52,0.995,85,47.1,24529.0,1653.0,47405.0
AH4_S17_NODE_2606_length_1799_cov_4.160550,MK290738,Pectobacterium phage Arno18,0.997,124,38.7,46656.5,1653.0,91660.0
AH4_S17_NODE_2669_length_1784_cov_2.256796,MW072790.1,Burkholderia phage phiE094,0.992,91,57.1,19501.0,1275.0,37727.0
AH4_S17_NODE_2669_length_1784_cov_2.256796,BX897699,Bartonella henselae str. Houston-1,1.0,90,42.2,966161.0,1275.0,1931047.0
AH4_S17_NODE_3004_length_1708_cov_2.629764,JN564907.1,Burkholderia phage vB_BceS_AH2,0.996,93,44.75,29812.5,1560.0,58065.0
AH4_S17_NODE_3004_length_1708_cov_2.629764,ON970578,Gordonia phage Aleemily,0.998,79,44.3,43889.0,1560.0,86218.0
AH4_S17_NODE_3018_length_1704_cov_2.787144,MN234228.1,Mycobacterium phage Tourach,0.997,91,40.7,39613.0,1350.0,77876.0
AH4_S17_NODE_3018_length_1704_cov_2.787144,AY129338.1,Mycobacterium phage Omega,0.998,71,50.7,56107.5,1350.0,110865.0
AH4_S17_NODE_3085_length_1689_cov_1.837821,MW021761,Serratia phage vB_SmaS_Rovert,0.992,198,27.8,20032.5,1452.0,38613.0
AH4_S17_NODE_3085_length_1689_cov_1.837821,KY965063.1,Mycobacterium phage PurpleHaze,0.998,43,44.2,25024.0,1452.0,48596.0
AH4_S17_NODE_315_length_4266_cov_9.061268,KC821613.1,Cellulophaga phage phi12:1,0.991,194,34.0,21609.5,4071.0,39148.0
AH4_S17_NODE_315_length_4266_cov_9.061268,KC821617.1,Cellulophaga phage phi17:1,0.996,96,29.2,21423.5,4071.0,38776.0
AH4_S17_NODE_315_length_4266_cov_9.061268,KC171646.1,Lactobacillus phage J-1,0.997,72,34.7,22501.0,4071.0,40931.0
AH4_S17_NODE_325_length_4205_cov_2.980723,MT310890.1,Microbacterium phage Phedro,0.99,327,30.6,29166.5,3891.0,54442.0
AH4_S17_NODE_325_length_4205_cov_2.980723,MH155873.1,Quhwahvirus paschalis,0.998,45,51.1,28413.0,3891.0,52935.0
AH4_S17_NODE_325_length_4205_cov_2.980723,MF668286.1,Rhodococcus phage Trina,0.998,121,46.3,71576.5,3891.0,139262.0
AH4_S17_NODE_327_length_4182_cov_3.699782,FJ230960.1,Bacillus phage SPO1,0.991,916,22.9,68324.0,4086.0,132562.0
AH4_S17_NODE_327_length_4182_cov_3.699782,KU998237.1,Gordonia phage Vendetta,0.993,108,54.6,24972.0,4086.0,45858.0
AH4_S17_NODE_327_length_4182_cov_3.699782,KF929199.1,Staphylococcus phage vB_SepS_SEP9,0.997,185,26.5,48251.5,4086.0,92417.0
AH4_S17_NODE_327_length_4182_cov_3.699782,KU884563.1,Pseudomonas phage PaMx41,0.998,90,21.1,23788.0,4086.0,43490.0
AH4_S17_NODE_3357_length_1642_cov_2.162571,MT740730.2,Ralstonia phage Cimandef,0.997,99,28.3,28410.5,1650.0,55171.0
AH4_S17_NODE_342_length_4089_cov_23.751363,MF668266.1,Arthrobacter phage Adat,0.985,405,31.4,24746.5,4065.0,45428.0
AH4_S17_NODE_3480_length_1616_cov_2.333120,GU903191.1,Escherichia phage vB_EcoM_ECO1230-10,0.985,212,50.5,21623.5,1581.0,41666.0
AH4_S17_NODE_3480_length_1616_cov_2.333120,OK258138,Xanthomonas phage MUD8-T1,0.997,47,51.1,22951.5,1581.0,44322.0
AH4_S17_NODE_3480_length_1616_cov_2.333120,MG596799.1,Pseudomonas phage PMBT3,0.998,59,40.7,44388.5,1581.0,87196.0
AH4_S17_NODE_3490_length_1615_cov_2.178205,MG670586.1,Microbacterium phage Dismas,0.993,107,47.7,21524.0,1455.0,41593.0
AH4_S17_NODE_3490_length_1615_cov_2.178205,KU728633.1,Mycobacterium phage Bipper,0.995,173,37.6,39643.5,1455.0,77832.0
AH4_S17_NODE_3490_length_1615_cov_2.178205,JN412593.1,Mycobacterium phage Liefie,0.996,79,36.7,21552.5,1455.0,41650.0
AH4_S17_NODE_3490_length_1615_cov_2.178205,OR553891,Arthrobacter phage CallinAllBarbz,0.996,67,40.3,21330.0,1455.0,41205.0
AH4_S17_NODE_3526_length_1608_cov_7.083065,MG757154.1,Streptomyces phage Bing,0.985,216,65.7,28968.5,1596.0,56341.0
AH4_S17_NODE_3526_length_1608_cov_7.083065,MN284904.1,Gordonia phage Tanis,0.993,110,66.4,30661.5,1596.0,59727.0
AH4_S17_NODE_3526_length_1608_cov_7.083065,MK376957.1,Gordonia phage Duffington,0.995,69,72.5,31469.5,1596.0,61343.0
AH4_S17_NODE_3526_length_1608_cov_7.083065,GU580942.1,Rhodococcus phage ReqiPoco6,0.996,98,56.1,39830.0,1596.0,78064.0
AH4_S17_NODE_3542_length_1605_cov_3.947097,MN284904.1,Gordonia phage Tanis,0.992,154,50.6,30597.0,1467.0,59727.0
AH4_S17_NODE_3542_length_1605_cov_3.947097,MG757154.1,Streptomyces phage Bing,0.997,113,29.2,28904.0,1467.0,56341.0
AH4_S17_NODE_3542_length_1605_cov_3.947097,MT310850.1,Gordonia phage Secretariat,0.997,63,46.0,29599.0,1467.0,57731.0
AH4_S17_NODE_364_length_3956_cov_3.304025,KU160638.1,Arthrobacter phage Amigo,0.983,605,29.8,31104.5,3036.0,59173.0
AH4_S17_NODE_364_length_3956_cov_3.304025,MF668266.1,Arthrobacter phage Adat,0.997,96,26.0,24232.0,3036.0,45428.0
AH4_S17_NODE_364_length_3956_cov_3.304025,KR011062.1,Tsukamurella phage TIN2,0.999,24,54.2,40000.0,3036.0,76964.0
AH4_S17_NODE_3805_length_1564_cov_3.522200,KT124229.1,Streptomyces phage Hydra,0.995,75,56.0,26106.0,1485.0,50727.0
AH4_S17_NODE_394_length_3885_cov_8.577285,MH450115,Arthrobacter phage Breylor17,0.979,402,53.2,30837.0,3852.0,57822.0
AH4_S17_NODE_394_length_3885_cov_8.577285,GU580942.1,Rhodococcus phage ReqiPoco6,0.99,278,48.2,40958.0,3852.0,78064.0
AH4_S17_NODE_394_length_3885_cov_8.577285,MN284896.1,Gordonia phage OhMyWard,0.993,179,43.6,32415.0,3852.0,60978.0
AH4_S17_NODE_394_length_3885_cov_8.577285,MT310850.1,Gordonia phage Secretariat,0.994,171,35.1,30791.5,3852.0,57731.0
AH4_S17_NODE_394_length_3885_cov_8.577285,MN010761.1,Gordonia phage Kenosha,0.996,129,37.2,32375.5,3852.0,60899.0
AH4_S17_NODE_3994_length_1536_cov_6.268062,GU071104.1,Cyanophage NATL2A-133,0.987,182,58.2,24318.5,1101.0,47536.0
AH4_S17_NODE_402_length_3858_cov_12.729950,OR863078,Agnivirus brisbanense,0.992,493,30.6,55971.0,3687.0,108255.0
AH4_S17_NODE_4033_length_1531_cov_2.518293,OQ709222,Rhodococcus phage Trogglehumper,0.997,116,37.9,42538.5,1485.0,83592.0
AH4_S17_NODE_4048_length_1527_cov_2.856658,JX483876.1,Rhizobium phage RHEph04,0.997,83,31.3,27098.5,1179.0,53018.0
AH4_S17_NODE_4048_length_1527_cov_2.856658,ON529855,Brevundimonas phage vB_BpoS-Domovoi,0.999,131,40.5,176942.0,1179.0,352705.0
AH4_S17_NODE_4048_length_1527_cov_2.856658,AP013029.1,Bacillus phage phiNIT1,0.999,38,39.5,78405.0,1179.0,155631.0
AH4_S17_NODE_418_length_3795_cov_6.732888,MW507126,Microbacterium phage Shocker,0.983,358,39.9,24584.5,3738.0,45431.0
AH4_S17_NODE_418_length_3795_cov_6.732888,MN010760.1,Gordonia phage Nubi,0.995,103,54.4,31228.0,3738.0,58718.0
AH4_S17_NODE_418_length_3795_cov_6.732888,MH155868.1,Streptomyces phage FlowerPower,0.997,51,45.1,24935.5,3738.0,46133.0
AH4_S17_NODE_4200_length_1509_cov_2.627235,AF165214.2,Pseudomonas phage D3,0.994,206,30.1,28982.5,1539.0,56426.0
AH4_S17_NODE_4200_length_1509_cov_2.627235,OQ709208,Gordonia phage Commandaria,0.996,164,29.3,34801.5,1539.0,68064.0
AH4_S17_NODE_4386_length_1482_cov_1.090399,AF320576.1,Salmonella phage FelixO1,0.997,92,53.3,43764.5,1374.0,86155.0
AH4_S17_NODE_4467_length_1472_cov_3.353564,MT234338.1,Agrobacterium phage OLIVR1,0.997,108,36.1,38401.5,1227.0,75576.0
AH4_S17_NODE_4472_length_1472_cov_1.728299,OR575930,Pseudomonas phage vB_PseuGesM_254,0.996,200,29.0,48275.5,1479.0,95072.0
AH4_S17_NODE_456_length_3625_cov_2.490476,KM236247.1,Bacillus phage Pascal,0.982,303,41.6,21502.5,3366.0,39639.0
AH4_S17_NODE_456_length_3625_cov_2.490476,MH113814.1,Pseudomonas phage Achelous,0.997,50,42.0,24975.5,3366.0,46585.0
AH4_S17_NODE_4580_length_1458_cov_5.724875,MN010761.1,Gordonia phage Kenosha,0.993,103,68.0,31180.0,1461.0,60899.0
AH4_S17_NODE_4580_length_1458_cov_5.724875,MK279909.1,Mycobacterium phage DrLupo,0.994,170,40.6,35745.5,1461.0,70030.0
AH4_S17_NODE_4580_length_1458_cov_5.724875,MF975637.1,Streptomyces phage Scap1,0.997,31,71.0,22260.5,1461.0,43060.0
AH4_S17_NODE_461_length_3601_cov_14.266497,MT498043,Arthrobacter phage Jinkies,0.99,323,27.6,26335.0,3552.0,49118.0
AH4_S17_NODE_4714_length_1444_cov_5.269258,BK063679.1,Caudoviricetes sp. vir323,0.991,192,28.1,17811.0,1443.0,34179.0
AH4_S17_NODE_4714_length_1444_cov_5.269258,KM982402,Acanthamoeba polyphaga mimivirus Kroon,1.0,64,37.5,611687.5,1443.0,1221932.0
AH4_S17_NODE_474_length_3541_cov_2.702238,JN638751.1,Bacillus phage G,1.0,95,36.8,249839.5,2166.0,497513.0
AH4_S17_NODE_477_length_3535_cov_23.356322,OR863078,Agnivirus brisbanense,0.992,469,31.6,55882.5,3510.0,108255.0
AH4_S17_NODE_4866_length_1427_cov_5.256560,AF065411.1,Methanobacterium phage psiM2,0.988,137,38.7,13762.0,1413.0,26111.0
AH4_S17_NODE_5048_length_1408_cov_2.890613,MH576968.1,Streptomyces phage Wollford,0.998,128,37.5,67001.5,996.0,133007.0
AH4_S17_NODE_5048_length_1408_cov_2.890613,MH248138.1,Erwinia phage vB_EamM_Alexandra,1.0,53,34.0,133764.0,996.0,266532.0
AH4_S17_NODE_5126_length_1398_cov_7.655994,KU884563.1,Pseudomonas phage PaMx41,0.989,246,33.7,22426.0,1362.0,43490.0
AH4_S17_NODE_5126_length_1398_cov_7.655994,MT708549,Burkholderia phage Maja,0.998,68,36.8,34877.5,1362.0,68393.0
AH4_S17_NODE_538_length_3321_cov_14.973974,KX636165.1,Mycobacterium phage Gengar,0.996,67,67.2,32301.0,2976.0,61626.0
AH4_S17_NODE_538_length_3321_cov_14.973974,AY129335.1,Mycobacterium phage Corndog,0.999,43,39.5,36376.5,2976.0,69777.0
AH4_S17_NODE_5591_length_1356_cov_2.657187,MK376961.1,Gordonia phage Asapag,0.992,203,35.0,28137.0,1155.0,55119.0
AH4_S17_NODE_587_length_3231_cov_17.405856,MN586040.1,Gordonia phage Stormageddon,0.999,34,61.8,69779.5,3240.0,136319.0
AH4_S17_NODE_6192_length_1307_cov_3.713259,JF937102.1,Mycobacterium phage Mozy,0.997,52,50.0,29245.0,1212.0,57278.0
AH4_S17_NODE_6199_length_1307_cov_2.177316,MT553337.1,Mycobacterium phage DroogsArmy,0.994,117,47.0,27287.0,1320.0,53254.0
AH4_S17_NODE_6199_length_1307_cov_2.177316,MH834596.1,Microbacterium phage Armstrong,0.995,93,38.7,20624.0,1320.0,39928.0
AH4_S17_NODE_6384_length_1292_cov_4.232013,MF668266.1,Arthrobacter phage Adat,0.992,183,32.2,23377.0,1326.0,45428.0
AH4_S17_NODE_64_length_8034_cov_4.205414,NC_005885,Actinoplanes phage phiAsp2,0.958,1249,35.74,33189.0,7740.0,58638.0
AH4_S17_NODE_64_length_8034_cov_4.205414,MW314849.1,Gordonia phage Dexdert,0.991,265,33.6,31373.0,7740.0,55006.0
AH4_S17_NODE_64_length_8034_cov_4.205414,AY129334.1,Mycobacterium phage Rosebush,0.997,115,35.7,37610.0,7740.0,67480.0
AH4_S17_NODE_64_length_8034_cov_4.205414,KT151955.1,Brevibacillus phage Jenst,0.999,53,35.8,67040.5,7740.0,126341.0
AH4_S17_NODE_6846_length_1261_cov_5.487562,JN564907.1,Burkholderia phage vB_BceS_AH2,0.998,48,45.8,29643.0,1221.0,58065.0
AH4_S17_NODE_691_length_3034_cov_23.746559,KU160650.1,Arthrobacter phage Jasmine,0.98,662,24.5,24869.0,3015.0,46723.0
AH4_S17_NODE_691_length_3034_cov_23.746559,MK279841.1,Streptomyces phage Hiyaa,0.998,64,34.4,43117.0,3015.0,83219.0
AH4_S17_NODE_705_length_3007_cov_9.075203,MK376957.1,Gordonia phage Duffington,0.991,254,38.6,32021.5,2700.0,61343.0
AH4_S17_NODE_705_length_3007_cov_9.075203,MN284904.1,Gordonia phage Tanis,0.994,196,32.1,31213.5,2700.0,59727.0
AH4_S17_NODE_705_length_3007_cov_9.075203,MG711463.1,Faecalibacterium phage FP_oengus,0.995,145,37.2,30545.5,2700.0,58391.0
AH4_S17_NODE_7337_length_1232_cov_1.941376,MZ326863,Burkholderia phage Paku,0.995,108,35.2,21966.5,1206.0,42727.0
AH4_S17_NODE_740_length_2933_cov_11.561154,MN284896.1,Gordonia phage OhMyWard,0.965,466,80.3,31917.0,2856.0,60978.0
AH4_S17_NODE_740_length_2933_cov_11.561154,MF975637.1,Streptomyces phage Scap1,0.99,133,59.4,22958.0,2856.0,43060.0
AH4_S17_NODE_740_length_2933_cov_11.561154,MN284904.1,Gordonia phage Tanis,0.994,110,58.2,31291.5,2856.0,59727.0
AH4_S17_NODE_740_length_2933_cov_11.561154,MG925343.1,Microbacterium phage Golden,0.998,42,38.1,21248.0,2856.0,39640.0
AH4_S17_NODE_740_length_2933_cov_11.561154,MK376957.1,Gordonia phage Duffington,0.998,31,58.1,32099.5,2856.0,61343.0
AH4_S17_NODE_757_length_2911_cov_2.655462,OP778609,Escherichia phage A73,0.997,280,29.6,72299.0,2589.0,142009.0
AH4_S17_NODE_757_length_2911_cov_2.655462,MZ130474.1,CrAss-like virus sp.,0.998,69,46.4,47478.0,2589.0,92367.0
AH4_S17_NODE_7646_length_1213_cov_11.718480,MN010761.1,Gordonia phage Kenosha,0.995,120,43.3,31016.5,1134.0,60899.0
AH4_S17_NODE_768_length_2899_cov_7.586146,MG757154.1,Streptomyces phage Bing,0.977,385,59.2,29280.5,2220.0,56341.0
AH4_S17_NODE_8028_length_1193_cov_3.017575,MH460825.1,Paenibacillus phage Scottie,0.996,68,58.8,28551.5,1113.0,55990.0
AH4_S17_NODE_8643_length_1164_cov_2.750225,KC862298.1,Pseudomonas phage PAK_P2,0.998,127,29.9,46838.5,1182.0,92495.0
AH4_S17_NODE_8643_length_1164_cov_2.750225,MT774384.1,crAssphage cr8_1,0.999,66,30.3,46925.0,1182.0,92668.0
AH4_S17_NODE_869_length_2733_cov_2.062360,MT497068.1,Flavobacterium phage vB_FspP_elemoB_14-3B,0.987,495,27.1,31749.5,2574.0,60925.0
AH4_S17_NODE_869_length_2733_cov_2.062360,KR072689.1,Paracoccus phage Shpa,0.991,103,59.2,20417.5,2574.0,38261.0
AH4_S17_NODE_869_length_2733_cov_2.062360,MN234226.1,Mycobacterium phage Curiosium,0.998,37,45.9,31898.0,2574.0,61222.0
AH4_S17_NODE_877_length_2724_cov_2.277257,MK450543.1,Natrialba phage PhiCh1,0.988,427,28.6,30581.5,2676.0,58487.0
AH4_S17_NODE_877_length_2724_cov_2.277257,KU963250.1,Gordonia phage Vivi2,0.997,77,44.2,31006.5,2676.0,59337.0
AH4_S17_NODE_905_length_2696_cov_7.834911,KX670790.2,Streptomyces phage Rima,0.984,222,68.9,29420.5,2673.0,56168.0
AH4_S17_NODE_905_length_2696_cov_7.834911,KU160646.1,Arthrobacter phage Gordon,0.989,270,41.5,30476.0,2673.0,58279.0
AH4_S17_NODE_905_length_2696_cov_7.834911,MF467948.1,Streptomyces phage DrGrey,0.989,181,58.0,29374.5,2673.0,56076.0
AH4_S17_NODE_905_length_2696_cov_7.834911,MN284904.1,Gordonia phage Tanis,0.993,109,69.7,31200.0,2673.0,59727.0
AH4_S17_NODE_905_length_2696_cov_7.834911,KU160642.1,Arthrobacter phage Circum,0.994,100,57.0,30513.0,2673.0,58353.0
AH4_S17_NODE_907_length_2695_cov_3.034091,KU160669.1,Arthrobacter phage Tank,0.984,426,41.65,34828.0,2064.0,67592.0
AH4_S17_NODE_956_length_2628_cov_2.116207,KT337354,Streptococcus phage phiARI0462,0.994,135,33.3,21435.5,2373.0,40498.0
AH4_S17_NODE_9811_length_1116_cov_4.541942,MG757154.1,Streptomyces phage Bing,0.997,48,56.3,28554.5,768.0,56341.0
AH5_S19_NODE_1096_length_1508_cov_1.288369,MN820898,Sphingomonas phage vB_StuS_MMDA13,0.996,172,26.2,32608.0,1473.0,63743.0
AH5_S19_NODE_115_length_3155_cov_9.814516,OL539452,Serratia phage vB_SmaS_Opt-155,0.984,552,21.9,22944.0,3096.0,42792.0
AH5_S19_NODE_115_length_3155_cov_9.814516,KU245542.1,Pseudomonas phage SM1,0.998,90,35.6,48143.5,3096.0,93191.0
AH5_S19_NODE_115_length_3155_cov_9.814516,KU935715.1,Acinetobacter phage vB_AbaM_ME3,0.999,67,34.3,118998.0,3096.0,234900.0
AH5_S19_NODE_1223_length_1459_cov_2.403846,AP018486.1,Mycobacterium phage PP,0.987,278,39.9,26477.5,1446.0,51509.0
AH5_S19_NODE_1223_length_1459_cov_2.403846,KJ192196.1,Mycobacterium phage 40AC,0.997,50,52.0,27421.0,1446.0,53396.0
AH5_S19_NODE_1372_length_1402_cov_1.913140,KF861510.1,Mycobacterium phage EagleEye,0.995,87,52.9,27042.0,1110.0,52974.0
AH5_S19_NODE_1469_length_1370_cov_4.669962,MN812239.1,Flavobacterium phage vB_FspS_tant8-1,0.993,214,22.9,20944.5,1347.0,40542.0
AH5_S19_NODE_153_length_2930_cov_2.789217,MF668286.1,Rhodococcus phage Trina,0.998,121,46.3,71029.0,2796.0,139262.0
AH5_S19_NODE_1578_length_1339_cov_2.179128,MT701598.1,Streptomyces phage Sitrop,0.996,117,31.6,24899.0,1317.0,48481.0
AH5_S19_NODE_1747_length_1289_cov_1.544571,KU998247.1,Gordonia phage Bachita,0.999,42,50.0,47572.5,1302.0,93843.0
AH5_S19_NODE_174_length_2768_cov_13.279764,MK618715.1,Serratia phage Parlo,0.997,100,38.0,32646.0,2439.0,62853.0
AH5_S19_NODE_174_length_2768_cov_13.279764,MG250486.1,Raoultella phage Ro1,0.998,121,43.8,74099.0,2439.0,145759.0
AH5_S19_NODE_176_length_2755_cov_5.645926,AF396866.1,Myxococcus phage Mx8,0.988,321,31.8,26043.5,2553.0,49534.0
AH5_S19_NODE_2139_length_1205_cov_1.340000,MG099940.1,Gordonia phage BirksAndSocks,0.998,50,46.0,39163.0,972.0,77354.0
AH5_S19_NODE_2139_length_1205_cov_1.340000,MN586040.1,Gordonia phage Stormageddon,0.999,72,31.9,68645.5,972.0,136319.0
AH5_S19_NODE_2163_length_1200_cov_3.416594,MT497067.1,Flavobacterium phage vB_FspP_elemoC_14-1A,0.995,146,33.6,31127.0,1206.0,61048.0
AH5_S19_NODE_2173_length_1199_cov_1.517483,KU862660.1,Pseudomonas phage phiPMW,0.999,64,32.8,52213.5,1209.0,103218.0
AH5_S19_NODE_2173_length_1199_cov_1.517483,ON529857,Brevundimonas phage vB_BpoS-Kikimora,0.999,118,34.7,156912.0,1209.0,312615.0
AH5_S19_NODE_256_length_2503_cov_3.793301,MN096362.1,Arthrobacter phage Vibaki,0.99,267,31.8,25311.0,2421.0,48201.0
AH5_S19_NODE_271_length_2446_cov_3.682560,KP791805.1,Enterobacter phage E-2,0.993,133,35.3,19239.0,2427.0,36051.0
AH5_S19_NODE_324_length_2299_cov_3.131907,MG962366.1,Rhodococcus phage Finch,0.999,83,34.9,70583.5,2271.0,138896.0
